C;01;02;0; 100;   940;   759;   940; 14241;1.152;Thu Mar  9 03:19:20 2017
C;01;02;0; 100;   950;   769;   950; 14231;1.149;Thu Mar  9 03:19:30 2017
C;01;02;0; 100;   960;   779;   960; 14221;1.149;Thu Mar  9 03:19:40 2017
C;01;02;0; 100;   970;   789;   970; 14211;1.145;Thu Mar  9 03:19:50 2017
C;01;02;0; 100;   980;   799;   980; 14201;1.148;Thu Mar  9 03:20:00 2017
C;01;02;0; 100;   990;   809;   990; 14191;1.146;Thu Mar  9 03:20:10 2017
C;01;02;0; 100;  1000;   819;  1000; 14181;1.146;Thu Mar  9 03:20:20 2017
C;01;02;0; 100;  1010;   829;  1010; 14171;1.148;Thu Mar  9 03:20:30 2017
C;01;02;0; 100;  1020;   839;  1020; 14161;1.142;Thu Mar  9 03:20:40 2017
C;01;02;0; 100;  1030;   849;  1030; 14151;1.146;Thu Mar  9 03:20:50 2017
C;01;02;0; 100;  1040;   859;  1040; 14141;1.145;Thu Mar  9 03:21:00 2017
C;01;02;0; 100;  1050;   869;  1050; 14131;1.145;Thu Mar  9 03:21:10 2017
C;01;02;0; 100;  1060;   879;  1060; 14121;1.144;Thu Mar  9 03:21:20 2017
C;01;02;0; 100;  1070;   889;  1070; 14111;1.141;Thu Mar  9 03:21:30 2017
C;01;02;0; 100;  1080;   899;  1080; 14101;1.142;Thu Mar  9 03:21:40 2017
C;01;02;0; 100;  1090;   909;  1090; 14091;1.142;Thu Mar  9 03:21:50 2017
C;01;02;0; 100;  1100;   919;  1100; 14081;1.140;Thu Mar  9 03:22:00 2017
C;01;02;0; 100;  1120;   939;  1120; 14061;1.139;Thu Mar  9 03:22:20 2017
C;01;02;0; 100;  1140;   959;  1140; 14041;1.140;Thu Mar  9 03:22:40 2017
C;01;02;0; 100;  1160;   979;  1160; 14021;1.138;Thu Mar  9 03:23:00 2017
C;01;02;0; 100;  1180;   999;  1180; 14001;1.138;Thu Mar  9 03:23:20 2017
C;01;02;0; 100;  1190;  1009;  1190; 13991;1.136;Thu Mar  9 03:23:30 2017
C;01;02;0; 100;  1200;  1019;  1200; 13981;1.136;Thu Mar  9 03:23:40 2017
C;01;02;0; 100;  1210;  1029;  1210; 13971;1.137;Thu Mar  9 03:23:50 2017
C;01;02;0; 100;  1220;  1039;  1220; 13961;1.135;Thu Mar  9 03:24:00 2017
C;01;02;0; 100;  1230;  1049;  1230; 13951;1.134;Thu Mar  9 03:24:10 2017
C;01;02;0; 100;  1240;  1059;  1240; 13941;1.134;Thu Mar  9 03:24:20 2017
C;01;02;0; 100;  1250;  1069;  1250; 13931;1.132;Thu Mar  9 03:24:30 2017
C;01;02;0; 100;  1260;  1079;  1260; 13921;1.115;Thu Mar  9 03:24:40 2017
C;01;02;0; 100;  1270;  1089;  1270; 13911;1.131;Thu Mar  9 03:24:50 2017
C;01;02;0; 100;  1280;  1099;  1280; 13901;1.132;Thu Mar  9 03:25:00 2017
C;01;02;0; 100;  1290;  1109;  1290; 13891;1.133;Thu Mar  9 03:25:10 2017
C;01;02;0; 100;  1300;  1119;  1300; 13881;1.129;Thu Mar  9 03:25:20 2017
C;01;02;0; 100;  1310;  1129;  1310; 13871;1.129;Thu Mar  9 03:25:30 2017
C;01;02;0; 100;  1320;  1139;  1320; 13861;1.130;Thu Mar  9 03:25:40 2017
C;01;02;0; 100;  1330;  1149;  1330; 13851;1.125;Thu Mar  9 03:25:50 2017
C;01;02;0; 100;  1340;  1159;  1340; 13841;1.127;Thu Mar  9 03:26:00 2017
C;01;02;0; 100;  1350;  1169;  1350; 13831;1.126;Thu Mar  9 03:26:10 2017
C;01;02;0; 100;  1360;  1179;  1360; 13821;1.128;Thu Mar  9 03:26:20 2017
C;01;02;0; 100;  1370;  1189;  1370; 13811;1.129;Thu Mar  9 03:26:30 2017
C;01;02;0; 100;  1380;  1199;  1380; 13801;1.124;Thu Mar  9 03:26:40 2017
C;01;02;0; 100;  1390;  1209;  1390; 13791;1.125;Thu Mar  9 03:26:50 2017
C;01;02;0; 100;  1400;  1219;  1400; 13781;1.125;Thu Mar  9 03:27:00 2017
C;01;02;0; 100;  1410;  1229;  1410; 13771;1.125;Thu Mar  9 03:27:10 2017
C;01;02;0; 100;  1420;  1239;  1420; 13761;1.124;Thu Mar  9 03:27:20 2017
C;01;02;0; 100;  1430;  1249;  1430; 13751;1.123;Thu Mar  9 03:27:30 2017
C;01;02;0; 100;  1440;  1259;  1440; 13741;1.119;Thu Mar  9 03:27:40 2017
C;01;02;0; 100;  1450;  1269;  1450; 13731;1.121;Thu Mar  9 03:27:50 2017
C;01;02;0; 100;  1460;  1279;  1460; 13721;1.123;Thu Mar  9 03:28:00 2017
