COP;Cycle;Step;mA;ET;TT;Brut;Volts;Date
D;01;38; 200; 20970; 20970;933;1.168;Tue Feb 28 11:51:28 2017
D;01;38; 200; 20980; 20980;933;1.168;Tue Feb 28 11:51:38 2017
D;01;38; 200; 20990; 20990;931;1.165;Tue Feb 28 11:51:48 2017
D;01;38; 200; 21010; 21010;932;1.166;Tue Feb 28 11:52:08 2017
D;01;38; 200; 21020; 21020;932;1.166;Tue Feb 28 11:52:18 2017
D;01;38; 200; 21030; 21030;931;1.165;Tue Feb 28 11:52:28 2017
D;01;38; 200; 21040; 21040;930;1.164;Tue Feb 28 11:52:38 2017
D;01;38; 200; 21050; 21050;930;1.164;Tue Feb 28 11:52:48 2017
D;01;38; 200; 21060; 21060;931;1.165;Tue Feb 28 11:52:58 2017
D;01;38; 200; 21070; 21070;930;1.164;Tue Feb 28 11:53:08 2017
D;01;38; 200; 21080; 21080;929;1.163;Tue Feb 28 11:53:18 2017
D;01;38; 200; 21090; 21090;931;1.165;Tue Feb 28 11:53:28 2017
D;01;38; 200; 21100; 21100;930;1.164;Tue Feb 28 11:53:38 2017
D;01;38; 200; 21110; 21110;931;1.165;Tue Feb 28 11:53:48 2017
D;01;38; 200; 21120; 21120;930;1.164;Tue Feb 28 11:53:58 2017
D;01;38; 200; 21130; 21130;929;1.163;Tue Feb 28 11:54:08 2017
D;01;38; 200; 21140; 21140;929;1.163;Tue Feb 28 11:54:18 2017
D;01;38; 200; 21150; 21150;928;1.161;Tue Feb 28 11:54:28 2017
D;01;38; 200; 21160; 21160;929;1.163;Tue Feb 28 11:54:38 2017
D;01;38; 200; 21170; 21170;928;1.161;Tue Feb 28 11:54:48 2017
D;01;38; 200; 21180; 21180;927;1.160;Tue Feb 28 11:54:58 2017
D;01;38; 200; 21190; 21190;927;1.160;Tue Feb 28 11:55:08 2017
D;01;38; 200; 21200; 21200;926;1.159;Tue Feb 28 11:55:18 2017
D;01;38; 200; 21210; 21210;927;1.160;Tue Feb 28 11:55:28 2017
D;01;38; 200; 21220; 21220;927;1.160;Tue Feb 28 11:55:38 2017
D;01;38; 200; 21230; 21230;926;1.159;Tue Feb 28 11:55:48 2017
D;01;38; 200; 21240; 21240;925;1.158;Tue Feb 28 11:55:58 2017
D;01;38; 200; 21250; 21250;925;1.158;Tue Feb 28 11:56:08 2017
D;01;38; 200; 21260; 21260;926;1.159;Tue Feb 28 11:56:18 2017
D;01;38; 200; 21270; 21270;925;1.158;Tue Feb 28 11:56:28 2017
D;01;38; 200; 21280; 21280;925;1.158;Tue Feb 28 11:56:38 2017
D;01;38; 200; 21290; 21290;924;1.156;Tue Feb 28 11:56:48 2017
D;01;38; 200; 21300; 21300;924;1.156;Tue Feb 28 11:56:58 2017
D;01;38; 200; 21310; 21310;924;1.156;Tue Feb 28 11:57:08 2017
D;01;38; 200; 21320; 21320;922;1.154;Tue Feb 28 11:57:18 2017
D;01;38; 200; 21330; 21330;923;1.155;Tue Feb 28 11:57:28 2017
D;01;38; 200; 21340; 21340;923;1.155;Tue Feb 28 11:57:38 2017
D;01;38; 200; 21350; 21350;922;1.154;Tue Feb 28 11:57:48 2017
D;01;38; 200; 21360; 21360;923;1.155;Tue Feb 28 11:57:58 2017
D;01;38; 200; 21370; 21370;922;1.154;Tue Feb 28 11:58:08 2017
D;01;38; 200; 21380; 21380;922;1.154;Tue Feb 28 11:58:18 2017
D;01;38; 200; 21390; 21390;922;1.154;Tue Feb 28 11:58:28 2017
D;01;38; 200; 21400; 21400;921;1.153;Tue Feb 28 11:58:38 2017
D;01;38; 200; 21410; 21410;919;1.150;Tue Feb 28 11:58:48 2017
D;01;38; 200; 21420; 21420;921;1.153;Tue Feb 28 11:58:58 2017
D;01;38; 200; 21430; 21430;920;1.152;Tue Feb 28 11:59:08 2017
D;01;38; 200; 21440; 21440;920;1.152;Tue Feb 28 11:59:18 2017
D;01;38; 200; 21450; 21450;920;1.152;Tue Feb 28 11:59:28 2017
D;01;38; 200; 21460; 21460;920;1.152;Tue Feb 28 11:59:38 2017
D;01;38; 200; 21470; 21470;920;1.152;Tue Feb 28 11:59:48 2017
D;01;38; 200; 21480; 21480;920;1.152;Tue Feb 28 11:59:58 2017
D;01;38; 200; 21490; 21490;920;1.152;Tue Feb 28 12:00:08 2017
D;01;38; 200; 21500; 21500;919;1.150;Tue Feb 28 12:00:18 2017
D;01;38; 200; 21510; 21510;918;1.149;Tue Feb 28 12:00:28 2017
D;01;38; 200; 21520; 21520;917;1.148;Tue Feb 28 12:00:38 2017
D;01;38; 200; 21530; 21530;918;1.149;Tue Feb 28 12:00:48 2017
D;01;38; 200; 21540; 21540;918;1.149;Tue Feb 28 12:00:58 2017
D;01;38; 200; 21550; 21550;917;1.148;Tue Feb 28 12:01:08 2017
D;01;38; 200; 21560; 21560;917;1.148;Tue Feb 28 12:01:18 2017
D;01;38; 200; 21570; 21570;917;1.148;Tue Feb 28 12:01:28 2017
D;01;38; 200; 21580; 21580;915;1.145;Tue Feb 28 12:01:38 2017
D;01;38; 200; 21590; 21590;917;1.148;Tue Feb 28 12:01:48 2017
D;01;38; 200; 21600; 21600;916;1.147;Tue Feb 28 12:01:58 2017
D;01;38; 200; 21610; 21610;916;1.147;Tue Feb 28 12:02:08 2017
D;01;38; 200; 21620; 21620;916;1.147;Tue Feb 28 12:02:18 2017
D;01;38; 200; 21630; 21630;915;1.145;Tue Feb 28 12:02:28 2017
D;01;38; 200; 21640; 21640;915;1.145;Tue Feb 28 12:02:38 2017
D;01;38; 200; 21650; 21650;915;1.145;Tue Feb 28 12:02:48 2017
D;01;38; 200; 21660; 21660;913;1.143;Tue Feb 28 12:02:58 2017
D;01;38; 200; 21670; 21670;913;1.143;Tue Feb 28 12:03:08 2017
D;01;38; 200; 21680; 21680;913;1.143;Tue Feb 28 12:03:18 2017
D;01;38; 200; 21690; 21690;913;1.143;Tue Feb 28 12:03:28 2017
D;01;38; 200; 21700; 21700;912;1.142;Tue Feb 28 12:03:38 2017
D;01;38; 200; 21710; 21710;913;1.143;Tue Feb 28 12:03:48 2017
D;01;38; 200; 21720; 21720;912;1.142;Tue Feb 28 12:03:58 2017
D;01;38; 200; 21730; 21730;912;1.142;Tue Feb 28 12:04:08 2017
D;01;38; 200; 21740; 21740;911;1.140;Tue Feb 28 12:04:18 2017
D;01;38; 200; 21750; 21750;912;1.142;Tue Feb 28 12:04:28 2017
D;01;38; 200; 21760; 21760;911;1.140;Tue Feb 28 12:04:38 2017
D;01;38; 200; 21780; 21780;910;1.139;Tue Feb 28 12:04:58 2017
D;01;38; 200; 21790; 21790;909;1.138;Tue Feb 28 12:05:08 2017
D;01;38; 200; 21800; 21800;909;1.138;Tue Feb 28 12:05:18 2017
D;01;38; 200; 21810; 21810;909;1.138;Tue Feb 28 12:05:28 2017
D;01;38; 200; 21820; 21820;909;1.138;Tue Feb 28 12:05:38 2017
D;01;38; 200; 21830; 21830;908;1.137;Tue Feb 28 12:05:48 2017
D;01;38; 200; 21840; 21840;908;1.137;Tue Feb 28 12:05:58 2017
D;01;38; 200; 21850; 21850;907;1.135;Tue Feb 28 12:06:08 2017
D;01;38; 200; 21860; 21860;907;1.135;Tue Feb 28 12:06:18 2017
D;01;38; 200; 21870; 21870;907;1.135;Tue Feb 28 12:06:28 2017
D;01;38; 200; 21880; 21880;908;1.137;Tue Feb 28 12:06:38 2017
D;01;38; 200; 21900; 21900;907;1.135;Tue Feb 28 12:06:58 2017
D;01;38; 200; 21910; 21910;905;1.133;Tue Feb 28 12:07:08 2017
D;01;38; 200; 21920; 21920;905;1.133;Tue Feb 28 12:07:18 2017
D;01;38; 200; 21930; 21930;905;1.133;Tue Feb 28 12:07:28 2017
D;01;38; 200; 21940; 21940;905;1.133;Tue Feb 28 12:07:38 2017
D;01;38; 200; 21950; 21950;904;1.132;Tue Feb 28 12:07:48 2017
D;01;38; 200; 21960; 21960;904;1.132;Tue Feb 28 12:07:58 2017
D;01;38; 200; 21970; 21970;903;1.130;Tue Feb 28 12:08:08 2017
D;01;38; 200; 21980; 21980;903;1.130;Tue Feb 28 12:08:18 2017
D;01;38; 200; 21990; 21990;903;1.130;Tue Feb 28 12:08:28 2017
D;01;38; 200; 22000; 22000;901;1.128;Tue Feb 28 12:08:38 2017
D;01;38; 200; 22020; 22020;901;1.128;Tue Feb 28 12:08:58 2017
D;01;38; 200; 22030; 22030;901;1.128;Tue Feb 28 12:09:08 2017
D;01;38; 200; 22040; 22040;900;1.127;Tue Feb 28 12:09:18 2017
D;01;38; 200; 22050; 22050;899;1.125;Tue Feb 28 12:09:28 2017
D;01;38; 200; 22060; 22060;900;1.127;Tue Feb 28 12:09:38 2017
D;01;38; 200; 22070; 22070;900;1.127;Tue Feb 28 12:09:48 2017
D;01;38; 200; 22080; 22080;899;1.125;Tue Feb 28 12:09:58 2017
D;01;38; 200; 22090; 22090;897;1.123;Tue Feb 28 12:10:08 2017
D;01;38; 200; 22100; 22100;897;1.123;Tue Feb 28 12:10:18 2017
D;01;38; 200; 22110; 22110;895;1.120;Tue Feb 28 12:10:28 2017
D;01;38; 200; 22120; 22120;893;1.118;Tue Feb 28 12:10:38 2017
D;01;38; 200; 22140; 22140;894;1.119;Tue Feb 28 12:10:58 2017
D;01;38; 200; 22150; 22150;893;1.118;Tue Feb 28 12:11:08 2017
D;01;38; 200; 22160; 22160;891;1.115;Tue Feb 28 12:11:18 2017
D;01;38; 200; 22170; 22170;891;1.115;Tue Feb 28 12:11:28 2017
D;01;38; 200; 22180; 22180;890;1.114;Tue Feb 28 12:11:38 2017
D;01;38; 200; 22190; 22190;892;1.117;Tue Feb 28 12:11:48 2017
D;01;38; 200; 22200; 22200;890;1.114;Tue Feb 28 12:11:58 2017
D;01;38; 200; 22210; 22210;890;1.114;Tue Feb 28 12:12:08 2017
D;01;38; 200; 22220; 22220;888;1.112;Tue Feb 28 12:12:18 2017
D;01;38; 200; 22230; 22230;887;1.110;Tue Feb 28 12:12:28 2017
D;01;38; 200; 22240; 22240;888;1.112;Tue Feb 28 12:12:38 2017
D;01;38; 200; 22260; 22260;886;1.109;Tue Feb 28 12:12:58 2017
D;01;38; 200; 22270; 22270;886;1.109;Tue Feb 28 12:13:08 2017
D;01;38; 200; 22280; 22280;886;1.109;Tue Feb 28 12:13:18 2017
D;01;38; 200; 22290; 22290;885;1.108;Tue Feb 28 12:13:28 2017
D;01;38; 200; 22300; 22300;884;1.107;Tue Feb 28 12:13:38 2017
D;01;38; 200; 22310; 22310;882;1.104;Tue Feb 28 12:13:48 2017
D;01;38; 200; 22320; 22320;883;1.105;Tue Feb 28 12:13:58 2017
D;01;38; 200; 22330; 22330;884;1.107;Tue Feb 28 12:14:08 2017
D;01;38; 200; 22340; 22340;880;1.102;Tue Feb 28 12:14:18 2017
D;01;38; 200; 22350; 22350;882;1.104;Tue Feb 28 12:14:28 2017
D;01;38; 200; 22360; 22360;882;1.104;Tue Feb 28 12:14:38 2017
D;01;38; 200; 22370; 22370;880;1.102;Tue Feb 28 12:14:48 2017
D;01;38; 200; 22380; 22380;881;1.103;Tue Feb 28 12:14:58 2017
D;01;38; 200; 22390; 22390;879;1.100;Tue Feb 28 12:15:08 2017
D;01;38; 200; 22400; 22400;880;1.102;Tue Feb 28 12:15:18 2017
D;01;38; 200; 22410; 22410;879;1.100;Tue Feb 28 12:15:28 2017
D;01;38; 200; 22420; 22420;878;1.099;Tue Feb 28 12:15:38 2017
D;01;38; 200; 22430; 22430;878;1.099;Tue Feb 28 12:15:48 2017
D;01;38; 200; 22440; 22440;877;1.098;Tue Feb 28 12:15:58 2017
D;01;38; 200; 22450; 22450;876;1.097;Tue Feb 28 12:16:08 2017
D;01;38; 200; 22460; 22460;875;1.095;Tue Feb 28 12:16:18 2017
D;01;38; 200; 22470; 22470;874;1.094;Tue Feb 28 12:16:28 2017
D;01;38; 200; 22480; 22480;875;1.095;Tue Feb 28 12:16:38 2017
D;01;38; 200; 22490; 22490;874;1.094;Tue Feb 28 12:16:48 2017
D;01;38; 200; 22500; 22500;874;1.094;Tue Feb 28 12:16:58 2017
D;01;38; 200; 22510; 22510;872;1.092;Tue Feb 28 12:17:08 2017
D;01;38; 200; 22520; 22520;871;1.090;Tue Feb 28 12:17:18 2017
D;01;38; 200; 22530; 22530;871;1.090;Tue Feb 28 12:17:28 2017
D;01;38; 200; 22540; 22540;870;1.089;Tue Feb 28 12:17:38 2017
D;01;38; 200; 22550; 22550;871;1.090;Tue Feb 28 12:17:48 2017
D;01;38; 200; 22560; 22560;869;1.088;Tue Feb 28 12:17:58 2017
D;01;38; 200; 22570; 22570;869;1.088;Tue Feb 28 12:18:08 2017
D;01;38; 200; 22580; 22580;868;1.087;Tue Feb 28 12:18:18 2017
D;01;38; 200; 22590; 22590;867;1.086;Tue Feb 28 12:18:28 2017
D;01;38; 200; 22600; 22600;867;1.086;Tue Feb 28 12:18:38 2017
D;01;38; 200; 22610; 22610;867;1.086;Tue Feb 28 12:18:48 2017
D;01;38; 200; 22620; 22620;864;1.082;Tue Feb 28 12:18:58 2017
D;01;38; 200; 22630; 22630;863;1.081;Tue Feb 28 12:19:08 2017
D;01;38; 200; 22640; 22640;861;1.078;Tue Feb 28 12:19:18 2017
D;01;38; 200; 22650; 22650;862;1.079;Tue Feb 28 12:19:28 2017
D;01;38; 200; 22660; 22660;861;1.078;Tue Feb 28 12:19:38 2017
D;01;38; 200; 22670; 22670;860;1.077;Tue Feb 28 12:19:48 2017
D;01;38; 200; 22680; 22680;859;1.076;Tue Feb 28 12:19:58 2017
D;01;38; 200; 22690; 22690;859;1.076;Tue Feb 28 12:20:08 2017
D;01;38; 200; 22700; 22700;858;1.074;Tue Feb 28 12:20:18 2017
D;01;38; 200; 22710; 22710;857;1.073;Tue Feb 28 12:20:28 2017
D;01;38; 200; 22720; 22720;856;1.072;Tue Feb 28 12:20:38 2017
D;01;38; 200; 22730; 22730;854;1.069;Tue Feb 28 12:20:48 2017
D;01;38; 200; 22740; 22740;853;1.068;Tue Feb 28 12:20:58 2017
D;01;38; 200; 22750; 22750;854;1.069;Tue Feb 28 12:21:08 2017
D;01;38; 200; 22760; 22760;853;1.068;Tue Feb 28 12:21:18 2017
D;01;38; 200; 22770; 22770;851;1.066;Tue Feb 28 12:21:28 2017
D;01;38; 200; 22780; 22780;852;1.067;Tue Feb 28 12:21:38 2017
D;01;38; 200; 22790; 22790;850;1.064;Tue Feb 28 12:21:48 2017
D;01;38; 200; 22800; 22800;849;1.063;Tue Feb 28 12:21:58 2017
D;01;38; 200; 22810; 22810;848;1.062;Tue Feb 28 12:22:08 2017
D;01;38; 200; 22820; 22820;847;1.061;Tue Feb 28 12:22:18 2017
D;01;38; 200; 22830; 22830;845;1.058;Tue Feb 28 12:22:28 2017
D;01;38; 200; 22840; 22840;845;1.058;Tue Feb 28 12:22:38 2017
D;01;38; 200; 22850; 22850;843;1.056;Tue Feb 28 12:22:48 2017
D;01;38; 200; 22860; 22860;842;1.054;Tue Feb 28 12:22:58 2017
D;01;38; 200; 22880; 22880;839;1.051;Tue Feb 28 12:23:18 2017
D;01;38; 200; 22890; 22890;840;1.052;Tue Feb 28 12:23:28 2017
D;01;38; 200; 22900; 22900;837;1.048;Tue Feb 28 12:23:38 2017
D;01;38; 200; 22910; 22910;837;1.048;Tue Feb 28 12:23:48 2017
D;01;38; 200; 22920; 22920;837;1.048;Tue Feb 28 12:23:58 2017
D;01;38; 200; 22930; 22930;835;1.046;Tue Feb 28 12:24:08 2017
D;01;38; 200; 22940; 22940;834;1.044;Tue Feb 28 12:24:18 2017
D;01;38; 200; 22950; 22950;832;1.042;Tue Feb 28 12:24:28 2017
D;01;38; 200; 22960; 22960;831;1.041;Tue Feb 28 12:24:38 2017
D;01;38; 200; 22970; 22970;831;1.041;Tue Feb 28 12:24:48 2017
D;01;38; 200; 22980; 22980;829;1.038;Tue Feb 28 12:24:58 2017
D;01;38; 200; 23000; 23000;830;1.039;Tue Feb 28 12:25:18 2017
D;01;38; 200; 23010; 23010;826;1.034;Tue Feb 28 12:25:28 2017
D;01;38; 200; 23020; 23020;825;1.033;Tue Feb 28 12:25:38 2017
D;01;38; 200; 23030; 23030;824;1.032;Tue Feb 28 12:25:48 2017
D;01;38; 200; 23040; 23040;821;1.028;Tue Feb 28 12:25:58 2017
D;01;38; 200; 23050; 23050;818;1.025;Tue Feb 28 12:26:08 2017
D;01;38; 200; 23060; 23060;819;1.026;Tue Feb 28 12:26:18 2017
D;01;38; 200; 23070; 23070;817;1.023;Tue Feb 28 12:26:28 2017
D;01;38; 200; 23080; 23080;813;1.018;Tue Feb 28 12:26:38 2017
D;01;38; 200; 23090; 23090;812;1.017;Tue Feb 28 12:26:48 2017
D;01;38; 200; 23100; 23100;807;1.011;Tue Feb 28 12:26:58 2017
D;01;38; 200; 23120; 23120;804;1.007;Tue Feb 28 12:27:18 2017
D;01;38; 200; 23130; 23130;802;1.005;Tue Feb 28 12:27:28 2017
