COP;Cycle;Step;mA;ET;TT;Brut;Volts;Date
D;01;38; 200; 13930; 13930;1018;1.274;Tue Feb 28 09:54:08 2017
D;01;38; 200; 13940; 13940;1018;1.274;Tue Feb 28 09:54:18 2017
D;01;38; 200; 13950; 13950;1018;1.274;Tue Feb 28 09:54:28 2017
D;01;38; 200; 13960; 13960;1017;1.272;Tue Feb 28 09:54:38 2017
D;01;38; 200; 13970; 13970;1017;1.272;Tue Feb 28 09:54:48 2017
D;01;38; 200; 13980; 13980;1017;1.272;Tue Feb 28 09:54:58 2017
D;01;38; 200; 13990; 13990;1017;1.272;Tue Feb 28 09:55:08 2017
D;01;38; 200; 14000; 14000;1016;1.271;Tue Feb 28 09:55:18 2017
D;01;38; 200; 14020; 14020;1016;1.271;Tue Feb 28 09:55:38 2017
D;01;38; 200; 14030; 14030;1016;1.271;Tue Feb 28 09:55:48 2017
D;01;38; 200; 14040; 14040;1015;1.270;Tue Feb 28 09:55:58 2017
D;01;38; 200; 14050; 14050;1015;1.270;Tue Feb 28 09:56:08 2017
D;01;38; 200; 14060; 14060;1015;1.270;Tue Feb 28 09:56:18 2017
D;01;38; 200; 14070; 14070;1016;1.271;Tue Feb 28 09:56:28 2017
D;01;38; 200; 14080; 14080;1016;1.271;Tue Feb 28 09:56:38 2017
D;01;38; 200; 14090; 14090;1014;1.269;Tue Feb 28 09:56:48 2017
D;01;38; 200; 14100; 14100;1014;1.269;Tue Feb 28 09:56:58 2017
D;01;38; 200; 14110; 14110;1015;1.270;Tue Feb 28 09:57:08 2017
D;01;38; 200; 14120; 14120;1014;1.269;Tue Feb 28 09:57:18 2017
D;01;38; 200; 14140; 14140;1015;1.270;Tue Feb 28 09:57:38 2017
D;01;38; 200; 14150; 14150;1015;1.270;Tue Feb 28 09:57:48 2017
D;01;38; 200; 14160; 14160;1014;1.269;Tue Feb 28 09:57:58 2017
D;01;38; 200; 14170; 14170;1013;1.267;Tue Feb 28 09:58:08 2017
D;01;38; 200; 14180; 14180;1014;1.269;Tue Feb 28 09:58:18 2017
D;01;38; 200; 14190; 14190;1013;1.267;Tue Feb 28 09:58:28 2017
D;01;38; 200; 14200; 14200;1013;1.267;Tue Feb 28 09:58:38 2017
D;01;38; 200; 14210; 14210;1013;1.267;Tue Feb 28 09:58:48 2017
D;01;38; 200; 14220; 14220;1012;1.266;Tue Feb 28 09:58:58 2017
D;01;38; 200; 14230; 14230;1013;1.267;Tue Feb 28 09:59:08 2017
D;01;38; 200; 14240; 14240;1014;1.269;Tue Feb 28 09:59:18 2017
D;01;38; 200; 14260; 14260;1012;1.266;Tue Feb 28 09:59:38 2017
D;01;38; 200; 14270; 14270;1011;1.265;Tue Feb 28 09:59:48 2017
D;01;38; 200; 14280; 14280;1012;1.266;Tue Feb 28 09:59:58 2017
D;01;38; 200; 14290; 14290;1011;1.265;Tue Feb 28 10:00:08 2017
D;01;38; 200; 14300; 14300;1012;1.266;Tue Feb 28 10:00:18 2017
D;01;38; 200; 14310; 14310;1012;1.266;Tue Feb 28 10:00:28 2017
D;01;38; 200; 14320; 14320;1010;1.264;Tue Feb 28 10:00:38 2017
D;01;38; 200; 14330; 14330;1011;1.265;Tue Feb 28 10:00:48 2017
D;01;38; 200; 14340; 14340;1011;1.265;Tue Feb 28 10:00:58 2017
D;01;38; 200; 14350; 14350;1012;1.266;Tue Feb 28 10:01:08 2017
D;01;38; 200; 14360; 14360;1011;1.265;Tue Feb 28 10:01:18 2017
D;01;38; 200; 14380; 14380;1011;1.265;Tue Feb 28 10:01:38 2017
D;01;38; 200; 14390; 14390;1010;1.264;Tue Feb 28 10:01:48 2017
D;01;38; 200; 14400; 14400;1010;1.264;Tue Feb 28 10:01:58 2017
D;01;38; 200; 14410; 14410;1010;1.264;Tue Feb 28 10:02:08 2017
D;01;38; 200; 14420; 14420;1009;1.262;Tue Feb 28 10:02:18 2017
D;01;38; 200; 14430; 14430;1009;1.262;Tue Feb 28 10:02:28 2017
D;01;38; 200; 14440; 14440;1009;1.262;Tue Feb 28 10:02:38 2017
D;01;38; 200; 14450; 14450;1009;1.262;Tue Feb 28 10:02:48 2017
D;01;38; 200; 14460; 14460;1009;1.262;Tue Feb 28 10:02:58 2017
D;01;38; 200; 14470; 14470;1009;1.262;Tue Feb 28 10:03:08 2017
D;01;38; 200; 14480; 14480;1009;1.262;Tue Feb 28 10:03:18 2017
D;01;38; 200; 14490; 14490;1008;1.261;Tue Feb 28 10:03:28 2017
D;01;38; 200; 14500; 14500;1007;1.260;Tue Feb 28 10:03:38 2017
D;01;38; 200; 14510; 14510;1008;1.261;Tue Feb 28 10:03:48 2017
D;01;38; 200; 14520; 14520;1008;1.261;Tue Feb 28 10:03:58 2017
D;01;38; 200; 14530; 14530;1007;1.260;Tue Feb 28 10:04:08 2017
D;01;38; 200; 14540; 14540;1008;1.261;Tue Feb 28 10:04:18 2017
D;01;38; 200; 14550; 14550;1007;1.260;Tue Feb 28 10:04:28 2017
D;01;38; 200; 14560; 14560;1007;1.260;Tue Feb 28 10:04:38 2017
D;01;38; 200; 14570; 14570;1008;1.261;Tue Feb 28 10:04:48 2017
D;01;38; 200; 14580; 14580;1007;1.260;Tue Feb 28 10:04:58 2017
D;01;38; 200; 14590; 14590;1007;1.260;Tue Feb 28 10:05:08 2017
D;01;38; 200; 14600; 14600;1008;1.261;Tue Feb 28 10:05:18 2017
D;01;38; 200; 14610; 14610;1007;1.260;Tue Feb 28 10:05:28 2017
D;01;38; 200; 14620; 14620;1006;1.259;Tue Feb 28 10:05:38 2017
D;01;38; 200; 14630; 14630;1006;1.259;Tue Feb 28 10:05:48 2017
D;01;38; 200; 14640; 14640;1006;1.259;Tue Feb 28 10:05:58 2017
D;01;38; 200; 14650; 14650;1006;1.259;Tue Feb 28 10:06:08 2017
D;01;38; 200; 14660; 14660;1006;1.259;Tue Feb 28 10:06:18 2017
D;01;38; 200; 14670; 14670;1006;1.259;Tue Feb 28 10:06:28 2017
D;01;38; 200; 14680; 14680;1006;1.259;Tue Feb 28 10:06:38 2017
D;01;38; 200; 14690; 14690;1006;1.259;Tue Feb 28 10:06:48 2017
D;01;38; 200; 14700; 14700;1005;1.257;Tue Feb 28 10:06:58 2017
D;01;38; 200; 14710; 14710;1005;1.257;Tue Feb 28 10:07:08 2017
D;01;38; 200; 14720; 14720;1005;1.257;Tue Feb 28 10:07:18 2017
D;01;38; 200; 14730; 14730;1005;1.257;Tue Feb 28 10:07:28 2017
D;01;38; 200; 14740; 14740;1005;1.257;Tue Feb 28 10:07:38 2017
D;01;38; 200; 14750; 14750;1005;1.257;Tue Feb 28 10:07:48 2017
D;01;38; 200; 14760; 14760;1004;1.256;Tue Feb 28 10:07:58 2017
D;01;38; 200; 14770; 14770;1005;1.257;Tue Feb 28 10:08:08 2017
D;01;38; 200; 14780; 14780;1004;1.256;Tue Feb 28 10:08:18 2017
D;01;38; 200; 14790; 14790;1004;1.256;Tue Feb 28 10:08:28 2017
D;01;38; 200; 14800; 14800;1004;1.256;Tue Feb 28 10:08:38 2017
D;01;38; 200; 14810; 14810;1005;1.257;Tue Feb 28 10:08:48 2017
D;01;38; 200; 14820; 14820;1005;1.257;Tue Feb 28 10:08:58 2017
D;01;38; 200; 14830; 14830;1003;1.255;Tue Feb 28 10:09:08 2017
D;01;38; 200; 14840; 14840;1004;1.256;Tue Feb 28 10:09:18 2017
D;01;38; 200; 14850; 14850;1004;1.256;Tue Feb 28 10:09:28 2017
D;01;38; 200; 14860; 14860;1002;1.254;Tue Feb 28 10:09:38 2017
D;01;38; 200; 14870; 14870;1003;1.255;Tue Feb 28 10:09:48 2017
D;01;38; 200; 14880; 14880;1003;1.255;Tue Feb 28 10:09:58 2017
D;01;38; 200; 14890; 14890;1002;1.254;Tue Feb 28 10:10:08 2017
D;01;38; 200; 14900; 14900;1003;1.255;Tue Feb 28 10:10:18 2017
D;01;38; 200; 14910; 14910;1002;1.254;Tue Feb 28 10:10:28 2017
D;01;38; 200; 14920; 14920;1003;1.255;Tue Feb 28 10:10:38 2017
D;01;38; 200; 14930; 14930;1003;1.255;Tue Feb 28 10:10:48 2017
D;01;38; 200; 14940; 14940;1001;1.252;Tue Feb 28 10:10:58 2017
D;01;38; 200; 14950; 14950;1002;1.254;Tue Feb 28 10:11:08 2017
D;01;38; 200; 14960; 14960;1003;1.255;Tue Feb 28 10:11:18 2017
D;01;38; 200; 14970; 14970;1001;1.252;Tue Feb 28 10:11:28 2017
D;01;38; 200; 14980; 14980;1002;1.254;Tue Feb 28 10:11:38 2017
D;01;38; 200; 14990; 14990;1001;1.252;Tue Feb 28 10:11:48 2017
D;01;38; 200; 15000; 15000;1001;1.252;Tue Feb 28 10:11:58 2017
D;01;38; 200; 15010; 15010;1002;1.254;Tue Feb 28 10:12:08 2017
D;01;38; 200; 15030; 15030;1002;1.254;Tue Feb 28 10:12:28 2017
D;01;38; 200; 15040; 15040;1001;1.252;Tue Feb 28 10:12:38 2017
D;01;38; 200; 15050; 15050;1000;1.251;Tue Feb 28 10:12:48 2017
D;01;38; 200; 15060; 15060;1001;1.252;Tue Feb 28 10:12:58 2017
D;01;38; 200; 15070; 15070;1000;1.251;Tue Feb 28 10:13:08 2017
D;01;38; 200; 15080; 15080;1000;1.251;Tue Feb 28 10:13:18 2017
D;01;38; 200; 15090; 15090;1000;1.251;Tue Feb 28 10:13:28 2017
D;01;38; 200; 15100; 15100;1000;1.251;Tue Feb 28 10:13:38 2017
D;01;38; 200; 15110; 15110;1000;1.251;Tue Feb 28 10:13:48 2017
D;01;38; 200; 15120; 15120;1000;1.251;Tue Feb 28 10:13:58 2017
D;01;38; 200; 15130; 15130;999;1.250;Tue Feb 28 10:14:08 2017
D;01;38; 200; 15150; 15150;998;1.249;Tue Feb 28 10:14:28 2017
D;01;38; 200; 15160; 15160;999;1.250;Tue Feb 28 10:14:38 2017
D;01;38; 200; 15170; 15170;999;1.250;Tue Feb 28 10:14:48 2017
D;01;38; 200; 15180; 15180;999;1.250;Tue Feb 28 10:14:58 2017
D;01;38; 200; 15190; 15190;1000;1.251;Tue Feb 28 10:15:08 2017
D;01;38; 200; 15200; 15200;998;1.249;Tue Feb 28 10:15:18 2017
D;01;38; 200; 15210; 15210;999;1.250;Tue Feb 28 10:15:28 2017
D;01;38; 200; 15220; 15220;997;1.247;Tue Feb 28 10:15:38 2017
D;01;38; 200; 15230; 15230;998;1.249;Tue Feb 28 10:15:48 2017
D;01;38; 200; 15240; 15240;998;1.249;Tue Feb 28 10:15:58 2017
D;01;38; 200; 15250; 15250;998;1.249;Tue Feb 28 10:16:08 2017
D;01;38; 200; 15270; 15270;998;1.249;Tue Feb 28 10:16:28 2017
D;01;38; 200; 15280; 15280;997;1.247;Tue Feb 28 10:16:38 2017
D;01;38; 200; 15290; 15290;998;1.249;Tue Feb 28 10:16:48 2017
D;01;38; 200; 15300; 15300;998;1.249;Tue Feb 28 10:16:58 2017
D;01;38; 200; 15310; 15310;997;1.247;Tue Feb 28 10:17:08 2017
D;01;38; 200; 15320; 15320;997;1.247;Tue Feb 28 10:17:18 2017
D;01;38; 200; 15330; 15330;997;1.247;Tue Feb 28 10:17:28 2017
D;01;38; 200; 15340; 15340;997;1.247;Tue Feb 28 10:17:38 2017
D;01;38; 200; 15350; 15350;997;1.247;Tue Feb 28 10:17:48 2017
D;01;38; 200; 15360; 15360;995;1.245;Tue Feb 28 10:17:58 2017
D;01;38; 200; 15370; 15370;996;1.246;Tue Feb 28 10:18:08 2017
D;01;38; 200; 15390; 15390;996;1.246;Tue Feb 28 10:18:28 2017
D;01;38; 200; 15400; 15400;996;1.246;Tue Feb 28 10:18:38 2017
D;01;38; 200; 15410; 15410;996;1.246;Tue Feb 28 10:18:48 2017
D;01;38; 200; 15420; 15420;996;1.246;Tue Feb 28 10:18:58 2017
D;01;38; 200; 15430; 15430;995;1.245;Tue Feb 28 10:19:08 2017
D;01;38; 200; 15440; 15440;995;1.245;Tue Feb 28 10:19:18 2017
D;01;38; 200; 15450; 15450;996;1.246;Tue Feb 28 10:19:28 2017
D;01;38; 200; 15460; 15460;994;1.244;Tue Feb 28 10:19:38 2017
D;01;38; 200; 15470; 15470;995;1.245;Tue Feb 28 10:19:48 2017
D;01;38; 200; 15480; 15480;995;1.245;Tue Feb 28 10:19:58 2017
D;01;38; 200; 15490; 15490;995;1.245;Tue Feb 28 10:20:08 2017
D;01;38; 200; 15510; 15510;994;1.244;Tue Feb 28 10:20:28 2017
D;01;38; 200; 15520; 15520;995;1.245;Tue Feb 28 10:20:38 2017
D;01;38; 200; 15530; 15530;994;1.244;Tue Feb 28 10:20:48 2017
D;01;38; 200; 15540; 15540;993;1.242;Tue Feb 28 10:20:58 2017
D;01;38; 200; 15550; 15550;994;1.244;Tue Feb 28 10:21:08 2017
D;01;38; 200; 15560; 15560;993;1.242;Tue Feb 28 10:21:18 2017
D;01;38; 200; 15570; 15570;994;1.244;Tue Feb 28 10:21:28 2017
D;01;38; 200; 15580; 15580;993;1.242;Tue Feb 28 10:21:38 2017
D;01;38; 200; 15590; 15590;992;1.241;Tue Feb 28 10:21:48 2017
D;01;38; 200; 15600; 15600;992;1.241;Tue Feb 28 10:21:58 2017
D;01;38; 200; 15610; 15610;993;1.242;Tue Feb 28 10:22:08 2017
D;01;38; 200; 15620; 15620;993;1.242;Tue Feb 28 10:22:18 2017
D;01;38; 200; 15630; 15630;991;1.240;Tue Feb 28 10:22:28 2017
D;01;38; 200; 15640; 15640;992;1.241;Tue Feb 28 10:22:38 2017
D;01;38; 200; 15650; 15650;991;1.240;Tue Feb 28 10:22:48 2017
D;01;38; 200; 15660; 15660;991;1.240;Tue Feb 28 10:22:58 2017
D;01;38; 200; 15670; 15670;994;1.244;Tue Feb 28 10:23:08 2017
D;01;38; 200; 15680; 15680;991;1.240;Tue Feb 28 10:23:18 2017
D;01;38; 200; 15690; 15690;991;1.240;Tue Feb 28 10:23:28 2017
D;01;38; 200; 15700; 15700;990;1.239;Tue Feb 28 10:23:38 2017
D;01;38; 200; 15710; 15710;990;1.239;Tue Feb 28 10:23:48 2017
D;01;38; 200; 15720; 15720;991;1.240;Tue Feb 28 10:23:58 2017
D;01;38; 200; 15730; 15730;990;1.239;Tue Feb 28 10:24:08 2017
D;01;38; 200; 15740; 15740;991;1.240;Tue Feb 28 10:24:18 2017
D;01;38; 200; 15750; 15750;991;1.240;Tue Feb 28 10:24:28 2017
D;01;38; 200; 15760; 15760;990;1.239;Tue Feb 28 10:24:38 2017
D;01;38; 200; 15770; 15770;989;1.237;Tue Feb 28 10:24:48 2017
D;01;38; 200; 15780; 15780;991;1.240;Tue Feb 28 10:24:58 2017
D;01;38; 200; 15790; 15790;989;1.237;Tue Feb 28 10:25:08 2017
D;01;38; 200; 15800; 15800;989;1.237;Tue Feb 28 10:25:18 2017
D;01;38; 200; 15810; 15810;990;1.239;Tue Feb 28 10:25:28 2017
D;01;38; 200; 15820; 15820;990;1.239;Tue Feb 28 10:25:38 2017
D;01;38; 200; 15830; 15830;989;1.237;Tue Feb 28 10:25:48 2017
D;01;38; 200; 15840; 15840;989;1.237;Tue Feb 28 10:25:58 2017
D;01;38; 200; 15850; 15850;991;1.240;Tue Feb 28 10:26:08 2017
D;01;38; 200; 15860; 15860;989;1.237;Tue Feb 28 10:26:18 2017
D;01;38; 200; 15870; 15870;989;1.237;Tue Feb 28 10:26:28 2017
D;01;38; 200; 15880; 15880;988;1.236;Tue Feb 28 10:26:38 2017
D;01;38; 200; 15890; 15890;989;1.237;Tue Feb 28 10:26:48 2017
D;01;38; 200; 15900; 15900;988;1.236;Tue Feb 28 10:26:58 2017
D;01;38; 200; 15910; 15910;988;1.236;Tue Feb 28 10:27:08 2017
D;01;38; 200; 15920; 15920;989;1.237;Tue Feb 28 10:27:18 2017
D;01;38; 200; 15930; 15930;988;1.236;Tue Feb 28 10:27:28 2017
D;01;38; 200; 15940; 15940;989;1.237;Tue Feb 28 10:27:38 2017
D;01;38; 200; 15950; 15950;986;1.234;Tue Feb 28 10:27:48 2017
D;01;38; 200; 15960; 15960;988;1.236;Tue Feb 28 10:27:58 2017
D;01;38; 200; 15970; 15970;988;1.236;Tue Feb 28 10:28:08 2017
D;01;38; 200; 15980; 15980;987;1.235;Tue Feb 28 10:28:18 2017
D;01;38; 200; 15990; 15990;987;1.235;Tue Feb 28 10:28:28 2017
D;01;38; 200; 16000; 16000;987;1.235;Tue Feb 28 10:28:38 2017
D;01;38; 200; 16010; 16010;986;1.234;Tue Feb 28 10:28:48 2017
D;01;38; 200; 16020; 16020;986;1.234;Tue Feb 28 10:28:58 2017
D;01;38; 200; 16030; 16030;986;1.234;Tue Feb 28 10:29:08 2017
D;01;38; 200; 16040; 16040;987;1.235;Tue Feb 28 10:29:18 2017
D;01;38; 200; 16050; 16050;985;1.232;Tue Feb 28 10:29:28 2017
D;01;38; 200; 16060; 16060;986;1.234;Tue Feb 28 10:29:38 2017
D;01;38; 200; 16070; 16070;986;1.234;Tue Feb 28 10:29:48 2017
D;01;38; 200; 16080; 16080;985;1.232;Tue Feb 28 10:29:58 2017
D;01;38; 200; 16090; 16090;986;1.234;Tue Feb 28 10:30:08 2017
D;01;38; 200; 16100; 16100;986;1.234;Tue Feb 28 10:30:18 2017
D;01;38; 200; 16110; 16110;984;1.231;Tue Feb 28 10:30:28 2017
D;01;38; 200; 16120; 16120;986;1.234;Tue Feb 28 10:30:38 2017
D;01;38; 200; 16130; 16130;985;1.232;Tue Feb 28 10:30:48 2017
D;01;38; 200; 16140; 16140;985;1.232;Tue Feb 28 10:30:58 2017
D;01;38; 200; 16150; 16150;984;1.231;Tue Feb 28 10:31:08 2017
D;01;38; 200; 16160; 16160;985;1.232;Tue Feb 28 10:31:18 2017
D;01;38; 200; 16170; 16170;984;1.231;Tue Feb 28 10:31:28 2017
D;01;38; 200; 16180; 16180;985;1.232;Tue Feb 28 10:31:38 2017
D;01;38; 200; 16190; 16190;984;1.231;Tue Feb 28 10:31:48 2017
D;01;38; 200; 16200; 16200;984;1.231;Tue Feb 28 10:31:58 2017
D;01;38; 200; 16210; 16210;984;1.231;Tue Feb 28 10:32:08 2017
D;01;38; 200; 16220; 16220;984;1.231;Tue Feb 28 10:32:18 2017
D;01;38; 200; 16230; 16230;984;1.231;Tue Feb 28 10:32:28 2017
D;01;38; 200; 16240; 16240;985;1.232;Tue Feb 28 10:32:38 2017
D;01;38; 200; 16250; 16250;984;1.231;Tue Feb 28 10:32:48 2017
D;01;38; 200; 16260; 16260;984;1.231;Tue Feb 28 10:32:58 2017
D;01;38; 200; 16280; 16280;985;1.232;Tue Feb 28 10:33:18 2017
D;01;38; 200; 16290; 16290;983;1.230;Tue Feb 28 10:33:28 2017
D;01;38; 200; 16300; 16300;983;1.230;Tue Feb 28 10:33:38 2017
D;01;38; 200; 16310; 16310;983;1.230;Tue Feb 28 10:33:48 2017
D;01;38; 200; 16320; 16320;984;1.231;Tue Feb 28 10:33:58 2017
D;01;38; 200; 16330; 16330;984;1.231;Tue Feb 28 10:34:08 2017
D;01;38; 200; 16340; 16340;983;1.230;Tue Feb 28 10:34:18 2017
D;01;38; 200; 16350; 16350;983;1.230;Tue Feb 28 10:34:28 2017
D;01;38; 200; 16360; 16360;983;1.230;Tue Feb 28 10:34:38 2017
D;01;38; 200; 16370; 16370;982;1.229;Tue Feb 28 10:34:48 2017
D;01;38; 200; 16380; 16380;983;1.230;Tue Feb 28 10:34:58 2017
D;01;38; 200; 16400; 16400;982;1.229;Tue Feb 28 10:35:18 2017
D;01;38; 200; 16410; 16410;982;1.229;Tue Feb 28 10:35:28 2017
D;01;38; 200; 16420; 16420;982;1.229;Tue Feb 28 10:35:38 2017
D;01;38; 200; 16430; 16430;982;1.229;Tue Feb 28 10:35:48 2017
D;01;38; 200; 16440; 16440;983;1.230;Tue Feb 28 10:35:58 2017
D;01;38; 200; 16450; 16450;982;1.229;Tue Feb 28 10:36:08 2017
D;01;38; 200; 16460; 16460;981;1.227;Tue Feb 28 10:36:18 2017
D;01;38; 200; 16470; 16470;980;1.226;Tue Feb 28 10:36:28 2017
D;01;38; 200; 16480; 16480;980;1.226;Tue Feb 28 10:36:38 2017
D;01;38; 200; 16490; 16490;981;1.227;Tue Feb 28 10:36:48 2017
D;01;38; 200; 16500; 16500;980;1.226;Tue Feb 28 10:36:58 2017
D;01;38; 200; 16520; 16520;981;1.227;Tue Feb 28 10:37:18 2017
D;01;38; 200; 16530; 16530;980;1.226;Tue Feb 28 10:37:28 2017
D;01;38; 200; 16540; 16540;981;1.227;Tue Feb 28 10:37:38 2017
D;01;38; 200; 16550; 16550;980;1.226;Tue Feb 28 10:37:48 2017
D;01;38; 200; 16560; 16560;980;1.226;Tue Feb 28 10:37:58 2017
D;01;38; 200; 16570; 16570;981;1.227;Tue Feb 28 10:38:08 2017
D;01;38; 200; 16580; 16580;981;1.227;Tue Feb 28 10:38:18 2017
D;01;38; 200; 16590; 16590;979;1.225;Tue Feb 28 10:38:28 2017
D;01;38; 200; 16600; 16600;979;1.225;Tue Feb 28 10:38:38 2017
D;01;38; 200; 16610; 16610;980;1.226;Tue Feb 28 10:38:48 2017
D;01;38; 200; 16620; 16620;980;1.226;Tue Feb 28 10:38:58 2017
D;01;38; 200; 16640; 16640;980;1.226;Tue Feb 28 10:39:18 2017
D;01;38; 200; 16650; 16650;978;1.224;Tue Feb 28 10:39:28 2017
D;01;38; 200; 16660; 16660;980;1.226;Tue Feb 28 10:39:38 2017
D;01;38; 200; 16670; 16670;978;1.224;Tue Feb 28 10:39:48 2017
D;01;38; 200; 16680; 16680;980;1.226;Tue Feb 28 10:39:58 2017
D;01;38; 200; 16690; 16690;979;1.225;Tue Feb 28 10:40:08 2017
D;01;38; 200; 16700; 16700;979;1.225;Tue Feb 28 10:40:18 2017
D;01;38; 200; 16710; 16710;979;1.225;Tue Feb 28 10:40:28 2017
D;01;38; 200; 16720; 16720;978;1.224;Tue Feb 28 10:40:38 2017
D;01;38; 200; 16730; 16730;979;1.225;Tue Feb 28 10:40:48 2017
D;01;38; 200; 16740; 16740;979;1.225;Tue Feb 28 10:40:58 2017
D;01;38; 200; 16750; 16750;979;1.225;Tue Feb 28 10:41:08 2017
D;01;38; 200; 16760; 16760;979;1.225;Tue Feb 28 10:41:18 2017
D;01;38; 200; 16770; 16770;978;1.224;Tue Feb 28 10:41:28 2017
D;01;38; 200; 16780; 16780;979;1.225;Tue Feb 28 10:41:38 2017
D;01;38; 200; 16790; 16790;978;1.224;Tue Feb 28 10:41:48 2017
D;01;38; 200; 16800; 16800;978;1.224;Tue Feb 28 10:41:58 2017
D;01;38; 200; 16810; 16810;978;1.224;Tue Feb 28 10:42:08 2017
D;01;38; 200; 16820; 16820;978;1.224;Tue Feb 28 10:42:18 2017
D;01;38; 200; 16830; 16830;978;1.224;Tue Feb 28 10:42:28 2017
D;01;38; 200; 16840; 16840;977;1.222;Tue Feb 28 10:42:38 2017
D;01;38; 200; 16850; 16850;977;1.222;Tue Feb 28 10:42:48 2017
D;01;38; 200; 16860; 16860;978;1.224;Tue Feb 28 10:42:58 2017
D;01;38; 200; 16870; 16870;977;1.222;Tue Feb 28 10:43:08 2017
D;01;38; 200; 16880; 16880;978;1.224;Tue Feb 28 10:43:18 2017
D;01;38; 200; 16890; 16890;978;1.224;Tue Feb 28 10:43:28 2017
D;01;38; 200; 16900; 16900;977;1.222;Tue Feb 28 10:43:38 2017
D;01;38; 200; 16910; 16910;977;1.222;Tue Feb 28 10:43:48 2017
D;01;38; 200; 16920; 16920;977;1.222;Tue Feb 28 10:43:58 2017
D;01;38; 200; 16930; 16930;977;1.222;Tue Feb 28 10:44:08 2017
D;01;38; 200; 16940; 16940;977;1.222;Tue Feb 28 10:44:18 2017
D;01;38; 200; 16950; 16950;976;1.221;Tue Feb 28 10:44:28 2017
D;01;38; 200; 16960; 16960;976;1.221;Tue Feb 28 10:44:38 2017
D;01;38; 200; 16970; 16970;976;1.221;Tue Feb 28 10:44:48 2017
D;01;38; 200; 16980; 16980;977;1.222;Tue Feb 28 10:44:58 2017
D;01;38; 200; 16990; 16990;977;1.222;Tue Feb 28 10:45:08 2017
D;01;38; 200; 17000; 17000;976;1.221;Tue Feb 28 10:45:18 2017
D;01;38; 200; 17010; 17010;977;1.222;Tue Feb 28 10:45:28 2017
D;01;38; 200; 17020; 17020;976;1.221;Tue Feb 28 10:45:38 2017
D;01;38; 200; 17030; 17030;975;1.220;Tue Feb 28 10:45:48 2017
D;01;38; 200; 17040; 17040;976;1.221;Tue Feb 28 10:45:58 2017
D;01;38; 200; 17050; 17050;976;1.221;Tue Feb 28 10:46:08 2017
D;01;38; 200; 17060; 17060;975;1.220;Tue Feb 28 10:46:18 2017
D;01;38; 200; 17070; 17070;975;1.220;Tue Feb 28 10:46:28 2017
D;01;38; 200; 17080; 17080;977;1.222;Tue Feb 28 10:46:38 2017
D;01;38; 200; 17090; 17090;975;1.220;Tue Feb 28 10:46:48 2017
D;01;38; 200; 17100; 17100;975;1.220;Tue Feb 28 10:46:58 2017
D;01;38; 200; 17110; 17110;975;1.220;Tue Feb 28 10:47:08 2017
D;01;38; 200; 17120; 17120;975;1.220;Tue Feb 28 10:47:18 2017
D;01;38; 200; 17130; 17130;975;1.220;Tue Feb 28 10:47:28 2017
D;01;38; 200; 17140; 17140;975;1.220;Tue Feb 28 10:47:38 2017
D;01;38; 200; 17150; 17150;974;1.219;Tue Feb 28 10:47:48 2017
D;01;38; 200; 17160; 17160;975;1.220;Tue Feb 28 10:47:58 2017
D;01;38; 200; 17170; 17170;974;1.219;Tue Feb 28 10:48:08 2017
D;01;38; 200; 17180; 17180;975;1.220;Tue Feb 28 10:48:18 2017
D;01;38; 200; 17190; 17190;975;1.220;Tue Feb 28 10:48:28 2017
D;01;38; 200; 17200; 17200;974;1.219;Tue Feb 28 10:48:38 2017
D;01;38; 200; 17210; 17210;975;1.220;Tue Feb 28 10:48:48 2017
D;01;38; 200; 17220; 17220;974;1.219;Tue Feb 28 10:48:58 2017
D;01;38; 200; 17230; 17230;973;1.217;Tue Feb 28 10:49:08 2017
D;01;38; 200; 17240; 17240;973;1.217;Tue Feb 28 10:49:18 2017
D;01;38; 200; 17250; 17250;974;1.219;Tue Feb 28 10:49:28 2017
D;01;38; 200; 17260; 17260;974;1.219;Tue Feb 28 10:49:38 2017
D;01;38; 200; 17270; 17270;975;1.220;Tue Feb 28 10:49:48 2017
D;01;38; 200; 17280; 17280;973;1.217;Tue Feb 28 10:49:58 2017
D;01;38; 200; 17290; 17290;972;1.216;Tue Feb 28 10:50:08 2017
D;01;38; 200; 17300; 17300;973;1.217;Tue Feb 28 10:50:18 2017
D;01;38; 200; 17310; 17310;973;1.217;Tue Feb 28 10:50:28 2017
D;01;38; 200; 17320; 17320;974;1.219;Tue Feb 28 10:50:38 2017
D;01;38; 200; 17330; 17330;974;1.219;Tue Feb 28 10:50:48 2017
D;01;38; 200; 17340; 17340;973;1.217;Tue Feb 28 10:50:58 2017
D;01;38; 200; 17350; 17350;973;1.217;Tue Feb 28 10:51:08 2017
D;01;38; 200; 17360; 17360;972;1.216;Tue Feb 28 10:51:18 2017
D;01;38; 200; 17370; 17370;973;1.217;Tue Feb 28 10:51:28 2017
D;01;38; 200; 17380; 17380;973;1.217;Tue Feb 28 10:51:38 2017
D;01;38; 200; 17390; 17390;972;1.216;Tue Feb 28 10:51:48 2017
D;01;38; 200; 17410; 17410;972;1.216;Tue Feb 28 10:52:08 2017
D;01;38; 200; 17420; 17420;972;1.216;Tue Feb 28 10:52:18 2017
D;01;38; 200; 17430; 17430;973;1.217;Tue Feb 28 10:52:28 2017
