N°;Secondes;Brut;Volts;Date
      0;     5;1076;1.346;Tue Feb 21 21:22:25 2017
      1;    15;1140;1.425;Tue Feb 21 21:22:35 2017
      2;    25;1212;1.515;Tue Feb 21 21:22:45 2017
      3;    35;1217;1.521;Tue Feb 21 21:22:55 2017
      4;    45;1216;1.520;Tue Feb 21 21:23:05 2017
      5;    55;1217;1.521;Tue Feb 21 21:23:15 2017
      6;    65;1218;1.523;Tue Feb 21 21:23:25 2017
      7;    75;1217;1.521;Tue Feb 21 21:23:35 2017
      8;    85;1216;1.520;Tue Feb 21 21:23:45 2017
      9;    95;1216;1.520;Tue Feb 21 21:23:55 2017
     10;   105;1217;1.521;Tue Feb 21 21:24:05 2017
     11;   116;1214;1.518;Tue Feb 21 21:24:16 2017
     12;   126;1213;1.516;Tue Feb 21 21:24:26 2017
     13;   136;1213;1.516;Tue Feb 21 21:24:36 2017
     14;   146;1213;1.516;Tue Feb 21 21:24:46 2017
     15;   156;1213;1.516;Tue Feb 21 21:24:56 2017
     16;   166;1212;1.515;Tue Feb 21 21:25:06 2017
     17;   176;1212;1.515;Tue Feb 21 21:25:16 2017
     18;   186;1211;1.514;Tue Feb 21 21:25:26 2017
     19;   196;1211;1.514;Tue Feb 21 21:25:36 2017
     20;   206;1211;1.514;Tue Feb 21 21:25:46 2017
     21;   216;1211;1.514;Tue Feb 21 21:25:56 2017
     22;   226;1211;1.514;Tue Feb 21 21:26:06 2017
     23;   236;1211;1.514;Tue Feb 21 21:26:16 2017
     24;   246;1211;1.514;Tue Feb 21 21:26:26 2017
     25;   256;1205;1.506;Tue Feb 21 21:26:36 2017
     26;   266;1192;1.490;Tue Feb 21 21:26:46 2017
     27;   276;1192;1.490;Tue Feb 21 21:26:56 2017
     28;   286;1192;1.490;Tue Feb 21 21:27:06 2017
     29;   296;1192;1.490;Tue Feb 21 21:27:16 2017
     30;   306;1192;1.490;Tue Feb 21 21:27:26 2017
     31;   316;1192;1.490;Tue Feb 21 21:27:36 2017
     32;   326;1192;1.490;Tue Feb 21 21:27:46 2017
     33;   337;1192;1.490;Tue Feb 21 21:27:57 2017
     34;   347;1192;1.490;Tue Feb 21 21:28:07 2017
     35;   357;1192;1.490;Tue Feb 21 21:28:17 2017
     36;   367;1192;1.490;Tue Feb 21 21:28:27 2017
     37;   377;1192;1.490;Tue Feb 21 21:28:37 2017
     38;   387;1192;1.490;Tue Feb 21 21:28:47 2017
     39;   397;1192;1.490;Tue Feb 21 21:28:57 2017
     40;   407;1192;1.490;Tue Feb 21 21:29:07 2017
     41;   417;1192;1.490;Tue Feb 21 21:29:17 2017
     42;   427;1192;1.490;Tue Feb 21 21:29:27 2017
     43;   437;1192;1.490;Tue Feb 21 21:29:37 2017
     44;   447;1192;1.490;Tue Feb 21 21:29:47 2017
     45;   457;1192;1.490;Tue Feb 21 21:29:57 2017
     46;   467;1192;1.490;Tue Feb 21 21:30:07 2017
     47;   477;1192;1.490;Tue Feb 21 21:30:17 2017
     48;   487;1192;1.490;Tue Feb 21 21:30:27 2017
     49;   497;1192;1.490;Tue Feb 21 21:30:37 2017
     50;   507;1192;1.490;Tue Feb 21 21:30:47 2017
     51;   517;1192;1.490;Tue Feb 21 21:30:57 2017
     52;   527;1192;1.490;Tue Feb 21 21:31:07 2017
     53;   537;1192;1.490;Tue Feb 21 21:31:17 2017
     54;   547;1192;1.490;Tue Feb 21 21:31:27 2017
     55;   558;1193;1.491;Tue Feb 21 21:31:38 2017
     56;   568;1192;1.490;Tue Feb 21 21:31:48 2017
     57;   578;1192;1.490;Tue Feb 21 21:31:58 2017
     58;   588;1192;1.490;Tue Feb 21 21:32:08 2017
     59;   598;1192;1.490;Tue Feb 21 21:32:18 2017
     60;   608;1192;1.490;Tue Feb 21 21:32:28 2017
     61;   618;1193;1.491;Tue Feb 21 21:32:38 2017
     62;   628;1193;1.491;Tue Feb 21 21:32:48 2017
     63;   638;1192;1.490;Tue Feb 21 21:32:58 2017
     64;   648;1192;1.490;Tue Feb 21 21:33:08 2017
     65;   658;1192;1.490;Tue Feb 21 21:33:18 2017
     66;   668;1192;1.490;Tue Feb 21 21:33:28 2017
     67;   678;1193;1.491;Tue Feb 21 21:33:38 2017
     68;   688;1192;1.490;Tue Feb 21 21:33:48 2017
     69;   698;1192;1.490;Tue Feb 21 21:33:58 2017
     70;   708;1192;1.490;Tue Feb 21 21:34:08 2017
     71;   718;1193;1.491;Tue Feb 21 21:34:18 2017
     72;   728;1192;1.490;Tue Feb 21 21:34:28 2017
     73;   738;1192;1.490;Tue Feb 21 21:34:38 2017
     74;   748;1192;1.490;Tue Feb 21 21:34:48 2017
     75;   758;1192;1.490;Tue Feb 21 21:34:58 2017
     76;   768;1192;1.490;Tue Feb 21 21:35:08 2017
     77;   778;1193;1.491;Tue Feb 21 21:35:18 2017
     78;   789;1192;1.490;Tue Feb 21 21:35:29 2017
     79;   799;1192;1.490;Tue Feb 21 21:35:39 2017
     80;   809;1192;1.490;Tue Feb 21 21:35:49 2017
     81;   819;1192;1.490;Tue Feb 21 21:35:59 2017
     82;   829;1192;1.490;Tue Feb 21 21:36:09 2017
     83;   839;1192;1.490;Tue Feb 21 21:36:19 2017
     84;   849;1192;1.490;Tue Feb 21 21:36:29 2017
     85;   859;1192;1.490;Tue Feb 21 21:36:39 2017
     86;   869;1193;1.491;Tue Feb 21 21:36:49 2017
     87;   879;1193;1.491;Tue Feb 21 21:36:59 2017
     88;   889;1193;1.491;Tue Feb 21 21:37:09 2017
     89;   899;1192;1.490;Tue Feb 21 21:37:19 2017
     90;   909;1192;1.490;Tue Feb 21 21:37:29 2017
     91;   919;1193;1.491;Tue Feb 21 21:37:39 2017
     92;   929;1192;1.490;Tue Feb 21 21:37:49 2017
     93;   939;1193;1.491;Tue Feb 21 21:37:59 2017
     94;   949;1192;1.490;Tue Feb 21 21:38:09 2017
     95;   959;1193;1.491;Tue Feb 21 21:38:19 2017
     96;   969;1193;1.491;Tue Feb 21 21:38:29 2017
     97;   979;1192;1.490;Tue Feb 21 21:38:39 2017
     98;   989;1192;1.490;Tue Feb 21 21:38:49 2017
     99;   999;1193;1.491;Tue Feb 21 21:38:59 2017
    100;  1010;1192;1.490;Tue Feb 21 21:39:10 2017
    101;  1020;1192;1.490;Tue Feb 21 21:39:20 2017
    102;  1030;1193;1.491;Tue Feb 21 21:39:30 2017
    103;  1040;1193;1.491;Tue Feb 21 21:39:40 2017
    104;  1050;1193;1.491;Tue Feb 21 21:39:50 2017
    105;  1060;1193;1.491;Tue Feb 21 21:40:00 2017
    106;  1070;1193;1.491;Tue Feb 21 21:40:10 2017
    107;  1080;1193;1.491;Tue Feb 21 21:40:20 2017
    108;  1090;1192;1.490;Tue Feb 21 21:40:30 2017
    109;  1100;1192;1.490;Tue Feb 21 21:40:40 2017
    110;  1110;1193;1.491;Tue Feb 21 21:40:50 2017
    111;  1120;1193;1.491;Tue Feb 21 21:41:00 2017
    112;  1130;1192;1.490;Tue Feb 21 21:41:10 2017
    113;  1141;1193;1.491;Tue Feb 21 21:41:21 2017
    114;  1151;1192;1.490;Tue Feb 21 21:41:31 2017
    115;  1161;1192;1.490;Tue Feb 21 21:41:41 2017
    116;  1171;1193;1.491;Tue Feb 21 21:41:51 2017
    117;  1181;1192;1.490;Tue Feb 21 21:42:01 2017
    118;  1191;1193;1.491;Tue Feb 21 21:42:11 2017
    119;  1201;1193;1.491;Tue Feb 21 21:42:21 2017
    120;  1211;1193;1.491;Tue Feb 21 21:42:31 2017
    121;  1221;1193;1.491;Tue Feb 21 21:42:41 2017
    122;  1231;1192;1.490;Tue Feb 21 21:42:51 2017
    123;  1241;1193;1.491;Tue Feb 21 21:43:01 2017
    124;  1251;1193;1.491;Tue Feb 21 21:43:11 2017
    125;  1261;1193;1.491;Tue Feb 21 21:43:21 2017
    126;  1271;1192;1.490;Tue Feb 21 21:43:31 2017
    127;  1281;1193;1.491;Tue Feb 21 21:43:41 2017
    128;  1291;1192;1.490;Tue Feb 21 21:43:51 2017
    129;  1301;1192;1.490;Tue Feb 21 21:44:01 2017
    130;  1311;1192;1.490;Tue Feb 21 21:44:11 2017
    131;  1321;1193;1.491;Tue Feb 21 21:44:21 2017
    132;  1331;1193;1.491;Tue Feb 21 21:44:31 2017
    133;  1341;1192;1.490;Tue Feb 21 21:44:41 2017
    134;  1351;1192;1.490;Tue Feb 21 21:44:51 2017
    135;  1362;1192;1.490;Tue Feb 21 21:45:02 2017
    136;  1372;1192;1.490;Tue Feb 21 21:45:12 2017
    137;  1382;1193;1.491;Tue Feb 21 21:45:22 2017
    138;  1392;1193;1.491;Tue Feb 21 21:45:32 2017
    139;  1402;1193;1.491;Tue Feb 21 21:45:42 2017
    140;  1412;1192;1.490;Tue Feb 21 21:45:52 2017
    141;  1422;1193;1.491;Tue Feb 21 21:46:02 2017
    142;  1432;1193;1.491;Tue Feb 21 21:46:12 2017
    143;  1442;1192;1.490;Tue Feb 21 21:46:22 2017
    144;  1452;1193;1.491;Tue Feb 21 21:46:32 2017
    145;  1462;1192;1.490;Tue Feb 21 21:46:42 2017
    146;  1472;1193;1.491;Tue Feb 21 21:46:52 2017
    147;  1482;1193;1.491;Tue Feb 21 21:47:02 2017
    148;  1492;1192;1.490;Tue Feb 21 21:47:12 2017
    149;  1502;1193;1.491;Tue Feb 21 21:47:22 2017
    150;  1512;1193;1.491;Tue Feb 21 21:47:32 2017
    151;  1522;1193;1.491;Tue Feb 21 21:47:42 2017
    152;  1532;1193;1.491;Tue Feb 21 21:47:52 2017
    153;  1542;1192;1.490;Tue Feb 21 21:48:02 2017
    154;  1552;1192;1.490;Tue Feb 21 21:48:12 2017
    155;  1562;1193;1.491;Tue Feb 21 21:48:22 2017
    156;  1572;1192;1.490;Tue Feb 21 21:48:32 2017
    157;  1582;1192;1.490;Tue Feb 21 21:48:42 2017
    158;  1593;1192;1.490;Tue Feb 21 21:48:53 2017
    159;  1603;1192;1.490;Tue Feb 21 21:49:03 2017
    160;  1613;1193;1.491;Tue Feb 21 21:49:13 2017
    161;  1623;1192;1.490;Tue Feb 21 21:49:23 2017
    162;  1633;1193;1.491;Tue Feb 21 21:49:33 2017
    163;  1643;1193;1.491;Tue Feb 21 21:49:43 2017
    164;  1653;1192;1.490;Tue Feb 21 21:49:53 2017
    165;  1663;1192;1.490;Tue Feb 21 21:50:03 2017
    166;  1673;1192;1.490;Tue Feb 21 21:50:13 2017
    167;  1683;1193;1.491;Tue Feb 21 21:50:23 2017
    168;  1693;1192;1.490;Tue Feb 21 21:50:33 2017
    169;  1703;1192;1.490;Tue Feb 21 21:50:43 2017
    170;  1713;1193;1.491;Tue Feb 21 21:50:53 2017
    171;  1723;1192;1.490;Tue Feb 21 21:51:03 2017
    172;  1733;1192;1.490;Tue Feb 21 21:51:13 2017
    173;  1743;1192;1.490;Tue Feb 21 21:51:23 2017
    174;  1753;1192;1.490;Tue Feb 21 21:51:33 2017
    175;  1763;1192;1.490;Tue Feb 21 21:51:43 2017
    176;  1773;1193;1.491;Tue Feb 21 21:51:53 2017
    177;  1783;1192;1.490;Tue Feb 21 21:52:03 2017
    178;  1793;1193;1.491;Tue Feb 21 21:52:13 2017
    179;  1803;1192;1.490;Tue Feb 21 21:52:23 2017
    180;  1814;1192;1.490;Tue Feb 21 21:52:34 2017
    181;  1824;1192;1.490;Tue Feb 21 21:52:44 2017
    182;  1834;1192;1.490;Tue Feb 21 21:52:54 2017
    183;  1844;1193;1.491;Tue Feb 21 21:53:04 2017
    184;  1854;1193;1.491;Tue Feb 21 21:53:14 2017
    185;  1864;1192;1.490;Tue Feb 21 21:53:24 2017
    186;  1874;1193;1.491;Tue Feb 21 21:53:34 2017
    187;  1884;1193;1.491;Tue Feb 21 21:53:44 2017
    188;  1894;1193;1.491;Tue Feb 21 21:53:54 2017
    189;  1904;1193;1.491;Tue Feb 21 21:54:04 2017
    190;  1914;1193;1.491;Tue Feb 21 21:54:14 2017
    191;  1924;1192;1.490;Tue Feb 21 21:54:24 2017
    192;  1934;1192;1.490;Tue Feb 21 21:54:34 2017
    193;  1944;1193;1.491;Tue Feb 21 21:54:44 2017
    194;  1954;1192;1.490;Tue Feb 21 21:54:54 2017
    195;  1964;1193;1.491;Tue Feb 21 21:55:04 2017
    196;  1974;1193;1.491;Tue Feb 21 21:55:14 2017
    197;  1984;1192;1.490;Tue Feb 21 21:55:24 2017
    198;  1994;1192;1.490;Tue Feb 21 21:55:34 2017
    199;  2004;1192;1.490;Tue Feb 21 21:55:44 2017
    200;  2014;1192;1.490;Tue Feb 21 21:55:54 2017
    201;  2024;1193;1.491;Tue Feb 21 21:56:04 2017
    202;  2034;1192;1.490;Tue Feb 21 21:56:14 2017
    203;  2045;1192;1.490;Tue Feb 21 21:56:25 2017
    204;  2055;1193;1.491;Tue Feb 21 21:56:35 2017
    205;  2065;1192;1.490;Tue Feb 21 21:56:45 2017
    206;  2075;1192;1.490;Tue Feb 21 21:56:55 2017
    207;  2085;1192;1.490;Tue Feb 21 21:57:05 2017
    208;  2095;1192;1.490;Tue Feb 21 21:57:15 2017
    209;  2105;1192;1.490;Tue Feb 21 21:57:25 2017
    210;  2115;1192;1.490;Tue Feb 21 21:57:35 2017
    211;  2125;1192;1.490;Tue Feb 21 21:57:45 2017
    212;  2135;1192;1.490;Tue Feb 21 21:57:55 2017
    213;  2145;1192;1.490;Tue Feb 21 21:58:05 2017
