N°;Secondes;Brut;Volts;Date
      0;     0; 65;1.309;Thu Dec 29 08:36:33 2016
    294;   255; 64;1.289;Thu Dec 29 08:40:48 2016
    439;   380; 63;1.269;Thu Dec 29 08:42:53 2016
   2392;  2063; 62;1.250;Thu Dec 29 09:10:56 2016
   4236;  3654; 61;1.230;Thu Dec 29 09:37:27 2016
   6273;  5410; 60;1.211;Thu Dec 29 10:06:43 2016
   6701;  5779; 59;1.191;Thu Dec 29 10:12:52 2016
  10431;  8996; 58;1.172;Thu Dec 29 11:06:29 2016
  11177;  9640; 57;1.152;Thu Dec 29 11:17:13 2016
  11247;  9701; 55;1.113;Thu Dec 29 11:18:14 2016
  12607; 10874; 54;1.094;Thu Dec 29 11:37:47 2016
  12607; 10874; 54;1.094;Thu Dec 29 11:37:47 2016
