N°;Secondes;Brut;Volts;Date
    205;  2064;1089;1.362;Wed Feb 22 16:15:43 2017
    206;  2074;1090;1.363;Wed Feb 22 16:15:53 2017
    207;  2084;1090;1.363;Wed Feb 22 16:16:03 2017
    208;  2094;1090;1.363;Wed Feb 22 16:16:13 2017
    209;  2104;1090;1.363;Wed Feb 22 16:16:23 2017
    210;  2114;1090;1.363;Wed Feb 22 16:16:33 2017
    211;  2124;1090;1.363;Wed Feb 22 16:16:43 2017
    212;  2134;1091;1.364;Wed Feb 22 16:16:53 2017
    213;  2144;1091;1.364;Wed Feb 22 16:17:03 2017
    214;  2155;1091;1.364;Wed Feb 22 16:17:14 2017
    215;  2167;1091;1.364;Wed Feb 22 16:17:26 2017
    216;  2177;1091;1.364;Wed Feb 22 16:17:36 2017
    217;  2187;1091;1.364;Wed Feb 22 16:17:46 2017
    218;  2197;1091;1.364;Wed Feb 22 16:17:56 2017
    219;  2207;1091;1.364;Wed Feb 22 16:18:06 2017
    220;  2217;1091;1.364;Wed Feb 22 16:18:16 2017
    221;  2227;1092;1.366;Wed Feb 22 16:18:26 2017
    222;  2237;1092;1.366;Wed Feb 22 16:18:36 2017
    223;  2247;1092;1.366;Wed Feb 22 16:18:46 2017
    224;  2257;1092;1.366;Wed Feb 22 16:18:56 2017
    225;  2267;1092;1.366;Wed Feb 22 16:19:06 2017
    226;  2277;1092;1.366;Wed Feb 22 16:19:16 2017
    227;  2287;1092;1.366;Wed Feb 22 16:19:26 2017
    228;  2297;1092;1.366;Wed Feb 22 16:19:36 2017
    229;  2307;1092;1.366;Wed Feb 22 16:19:46 2017
    230;  2317;1093;1.367;Wed Feb 22 16:19:56 2017
    231;  2327;1093;1.367;Wed Feb 22 16:20:06 2017
    232;  2337;1093;1.367;Wed Feb 22 16:20:16 2017
    233;  2347;1093;1.367;Wed Feb 22 16:20:26 2017
    234;  2358;1093;1.367;Wed Feb 22 16:20:37 2017
    235;  2368;1093;1.367;Wed Feb 22 16:20:47 2017
    236;  2378;1093;1.367;Wed Feb 22 16:20:57 2017
    237;  2388;1093;1.367;Wed Feb 22 16:21:07 2017
    238;  2398;1093;1.367;Wed Feb 22 16:21:17 2017
    239;  2408;1094;1.368;Wed Feb 22 16:21:27 2017
    240;  2418;1094;1.368;Wed Feb 22 16:21:37 2017
    241;  2428;1094;1.368;Wed Feb 22 16:21:47 2017
    242;  2438;1094;1.368;Wed Feb 22 16:21:57 2017
    243;  2448;1094;1.368;Wed Feb 22 16:22:07 2017
    244;  2458;1094;1.368;Wed Feb 22 16:22:17 2017
    245;  2468;1094;1.368;Wed Feb 22 16:22:27 2017
    246;  2478;1094;1.368;Wed Feb 22 16:22:37 2017
    247;  2488;1094;1.368;Wed Feb 22 16:22:47 2017
    248;  2498;1095;1.369;Wed Feb 22 16:22:57 2017
    249;  2508;1095;1.369;Wed Feb 22 16:23:07 2017
    250;  2518;1094;1.368;Wed Feb 22 16:23:17 2017
    251;  2528;1095;1.369;Wed Feb 22 16:23:27 2017
    252;  2538;1095;1.369;Wed Feb 22 16:23:37 2017
    253;  2548;1095;1.369;Wed Feb 22 16:23:47 2017
    254;  2558;1095;1.369;Wed Feb 22 16:23:57 2017
    255;  2568;1095;1.369;Wed Feb 22 16:24:07 2017
    256;  2579;1095;1.369;Wed Feb 22 16:24:18 2017
    257;  2589;1096;1.371;Wed Feb 22 16:24:28 2017
    258;  2599;1095;1.369;Wed Feb 22 16:24:38 2017
    259;  2609;1096;1.371;Wed Feb 22 16:24:48 2017
    260;  2619;1096;1.371;Wed Feb 22 16:24:58 2017
    261;  2629;1096;1.371;Wed Feb 22 16:25:08 2017
    262;  2639;1096;1.371;Wed Feb 22 16:25:18 2017
    263;  2649;1097;1.372;Wed Feb 22 16:25:28 2017
    264;  2659;1096;1.371;Wed Feb 22 16:25:38 2017
    265;  2669;1097;1.372;Wed Feb 22 16:25:48 2017
    266;  2679;1096;1.371;Wed Feb 22 16:25:58 2017
    267;  2689;1097;1.372;Wed Feb 22 16:26:08 2017
    268;  2699;1097;1.372;Wed Feb 22 16:26:18 2017
    269;  2709;1097;1.372;Wed Feb 22 16:26:28 2017
    270;  2719;1097;1.372;Wed Feb 22 16:26:38 2017
    271;  2729;1097;1.372;Wed Feb 22 16:26:48 2017
    272;  2739;1097;1.372;Wed Feb 22 16:26:58 2017
    273;  2749;1098;1.373;Wed Feb 22 16:27:08 2017
    274;  2759;1098;1.373;Wed Feb 22 16:27:18 2017
    275;  2769;1098;1.373;Wed Feb 22 16:27:28 2017
    276;  2779;1098;1.373;Wed Feb 22 16:27:38 2017
    277;  2789;1098;1.373;Wed Feb 22 16:27:48 2017
    278;  2799;1098;1.373;Wed Feb 22 16:27:58 2017
    279;  2810;1098;1.373;Wed Feb 22 16:28:09 2017
    280;  2820;1098;1.373;Wed Feb 22 16:28:19 2017
    281;  2830;1098;1.373;Wed Feb 22 16:28:29 2017
    282;  2840;1098;1.373;Wed Feb 22 16:28:39 2017
    283;  2850;1098;1.373;Wed Feb 22 16:28:49 2017
    284;  2860;1098;1.373;Wed Feb 22 16:28:59 2017
    285;  2870;1098;1.373;Wed Feb 22 16:29:09 2017
    286;  2880;1098;1.373;Wed Feb 22 16:29:19 2017
    287;  2890;1099;1.374;Wed Feb 22 16:29:29 2017
    288;  2900;1099;1.374;Wed Feb 22 16:29:39 2017
    289;  2910;1098;1.373;Wed Feb 22 16:29:49 2017
    290;  2920;1099;1.374;Wed Feb 22 16:29:59 2017
    291;  2930;1099;1.374;Wed Feb 22 16:30:09 2017
    292;  2940;1099;1.374;Wed Feb 22 16:30:19 2017
    293;  2950;1099;1.374;Wed Feb 22 16:30:29 2017
    294;  2960;1099;1.374;Wed Feb 22 16:30:39 2017
    295;  2970;1099;1.374;Wed Feb 22 16:30:49 2017
    296;  2980;1099;1.374;Wed Feb 22 16:30:59 2017
    297;  2990;1099;1.374;Wed Feb 22 16:31:09 2017
    298;  3000;1100;1.376;Wed Feb 22 16:31:19 2017
    299;  3010;1100;1.376;Wed Feb 22 16:31:29 2017
    300;  3020;1100;1.376;Wed Feb 22 16:31:39 2017
    301;  3031;1100;1.376;Wed Feb 22 16:31:50 2017
    302;  3041;1100;1.376;Wed Feb 22 16:32:00 2017
    303;  3051;1100;1.376;Wed Feb 22 16:32:10 2017
    304;  3061;1100;1.376;Wed Feb 22 16:32:20 2017
    305;  3071;1100;1.376;Wed Feb 22 16:32:30 2017
    306;  3081;1100;1.376;Wed Feb 22 16:32:40 2017
    307;  3091;1100;1.376;Wed Feb 22 16:32:50 2017
    308;  3101;1101;1.377;Wed Feb 22 16:33:00 2017
    309;  3111;1101;1.377;Wed Feb 22 16:33:10 2017
    310;  3121;1101;1.377;Wed Feb 22 16:33:20 2017
    311;  3131;1101;1.377;Wed Feb 22 16:33:30 2017
    312;  3141;1101;1.377;Wed Feb 22 16:33:40 2017
    313;  3151;1102;1.378;Wed Feb 22 16:33:50 2017
    314;  3161;1102;1.378;Wed Feb 22 16:34:00 2017
    315;  3171;1101;1.377;Wed Feb 22 16:34:10 2017
    316;  3181;1102;1.378;Wed Feb 22 16:34:20 2017
    317;  3191;1102;1.378;Wed Feb 22 16:34:30 2017
    318;  3201;1101;1.377;Wed Feb 22 16:34:40 2017
    319;  3211;1101;1.377;Wed Feb 22 16:34:50 2017
    320;  3221;1102;1.378;Wed Feb 22 16:35:00 2017
    321;  3231;1102;1.378;Wed Feb 22 16:35:10 2017
    322;  3241;1102;1.378;Wed Feb 22 16:35:20 2017
    323;  3251;1102;1.378;Wed Feb 22 16:35:30 2017
    324;  3262;1102;1.378;Wed Feb 22 16:35:41 2017
    325;  3272;1102;1.378;Wed Feb 22 16:35:51 2017
    326;  3282;1103;1.379;Wed Feb 22 16:36:01 2017
    327;  3292;1102;1.378;Wed Feb 22 16:36:11 2017
    328;  3302;1102;1.378;Wed Feb 22 16:36:21 2017
    329;  3312;1103;1.379;Wed Feb 22 16:36:31 2017
    330;  3322;1103;1.379;Wed Feb 22 16:36:41 2017
    331;  3332;1103;1.379;Wed Feb 22 16:36:51 2017
    332;  3342;1103;1.379;Wed Feb 22 16:37:01 2017
    333;  3352;1103;1.379;Wed Feb 22 16:37:11 2017
    334;  3362;1103;1.379;Wed Feb 22 16:37:21 2017
    335;  3372;1103;1.379;Wed Feb 22 16:37:31 2017
    336;  3382;1104;1.381;Wed Feb 22 16:37:41 2017
    337;  3392;1104;1.381;Wed Feb 22 16:37:51 2017
    338;  3402;1103;1.379;Wed Feb 22 16:38:01 2017
    339;  3412;1104;1.381;Wed Feb 22 16:38:11 2017
    340;  3422;1104;1.381;Wed Feb 22 16:38:21 2017
    341;  3432;1104;1.381;Wed Feb 22 16:38:31 2017
    342;  3442;1104;1.381;Wed Feb 22 16:38:41 2017
    343;  3452;1104;1.381;Wed Feb 22 16:38:51 2017
    344;  3462;1104;1.381;Wed Feb 22 16:39:01 2017
    345;  3472;1104;1.381;Wed Feb 22 16:39:11 2017
    346;  3483;1104;1.381;Wed Feb 22 16:39:22 2017
    347;  3493;1104;1.381;Wed Feb 22 16:39:32 2017
    348;  3503;1104;1.381;Wed Feb 22 16:39:42 2017
    349;  3513;1104;1.381;Wed Feb 22 16:39:52 2017
    350;  3523;1105;1.382;Wed Feb 22 16:40:02 2017
    351;  3533;1105;1.382;Wed Feb 22 16:40:12 2017
    352;  3543;1105;1.382;Wed Feb 22 16:40:22 2017
    353;  3553;1105;1.382;Wed Feb 22 16:40:32 2017
    354;  3563;1105;1.382;Wed Feb 22 16:40:42 2017
    355;  3573;1105;1.382;Wed Feb 22 16:40:52 2017
    356;  3583;1105;1.382;Wed Feb 22 16:41:02 2017
    357;  3593;1105;1.382;Wed Feb 22 16:41:12 2017
    358;  3603;1105;1.382;Wed Feb 22 16:41:22 2017
    359;  3613;1106;1.383;Wed Feb 22 16:41:32 2017
    360;  3623;1105;1.382;Wed Feb 22 16:41:42 2017
    361;  3633;1105;1.382;Wed Feb 22 16:41:52 2017
    362;  3643;1106;1.383;Wed Feb 22 16:42:02 2017
    363;  3653;1106;1.383;Wed Feb 22 16:42:12 2017
    364;  3663;1106;1.383;Wed Feb 22 16:42:22 2017
    365;  3673;1106;1.383;Wed Feb 22 16:42:32 2017
    366;  3683;1106;1.383;Wed Feb 22 16:42:42 2017
    367;  3693;1106;1.383;Wed Feb 22 16:42:52 2017
    368;  3704;1106;1.383;Wed Feb 22 16:43:03 2017
    369;  3714;1106;1.383;Wed Feb 22 16:43:13 2017
    370;  3724;1106;1.383;Wed Feb 22 16:43:23 2017
    371;  3734;1107;1.384;Wed Feb 22 16:43:33 2017
    372;  3744;1106;1.383;Wed Feb 22 16:43:43 2017
    373;  3754;1106;1.383;Wed Feb 22 16:43:53 2017
    374;  3764;1107;1.384;Wed Feb 22 16:44:03 2017
    375;  3774;1106;1.383;Wed Feb 22 16:44:13 2017
    376;  3784;1107;1.384;Wed Feb 22 16:44:23 2017
    377;  3794;1107;1.384;Wed Feb 22 16:44:33 2017
    378;  3804;1107;1.384;Wed Feb 22 16:44:43 2017
    379;  3814;1107;1.384;Wed Feb 22 16:44:53 2017
    380;  3824;1107;1.384;Wed Feb 22 16:45:03 2017
    381;  3834;1107;1.384;Wed Feb 22 16:45:13 2017
    382;  3844;1107;1.384;Wed Feb 22 16:45:23 2017
    383;  3854;1107;1.384;Wed Feb 22 16:45:33 2017
    384;  3864;1108;1.386;Wed Feb 22 16:45:43 2017
    385;  3874;1108;1.386;Wed Feb 22 16:45:53 2017
    386;  3884;1108;1.386;Wed Feb 22 16:46:03 2017
    387;  3894;1108;1.386;Wed Feb 22 16:46:13 2017
    388;  3904;1108;1.386;Wed Feb 22 16:46:23 2017
    389;  3914;1108;1.386;Wed Feb 22 16:46:33 2017
    390;  3924;1108;1.386;Wed Feb 22 16:46:43 2017
    391;  3935;1108;1.386;Wed Feb 22 16:46:54 2017
    392;  3945;1108;1.386;Wed Feb 22 16:47:04 2017
    393;  3955;1108;1.386;Wed Feb 22 16:47:14 2017
    394;  3965;1109;1.387;Wed Feb 22 16:47:24 2017
    395;  3975;1109;1.387;Wed Feb 22 16:47:34 2017
    396;  3985;1109;1.387;Wed Feb 22 16:47:44 2017
    397;  3995;1108;1.386;Wed Feb 22 16:47:54 2017
    398;  4005;1109;1.387;Wed Feb 22 16:48:04 2017
    399;  4015;1109;1.387;Wed Feb 22 16:48:14 2017
    400;  4025;1109;1.387;Wed Feb 22 16:48:24 2017
    401;  4035;1109;1.387;Wed Feb 22 16:48:34 2017
    402;  4045;1109;1.387;Wed Feb 22 16:48:44 2017
    403;  4055;1109;1.387;Wed Feb 22 16:48:54 2017
    404;  4065;1109;1.387;Wed Feb 22 16:49:04 2017
    405;  4075;1109;1.387;Wed Feb 22 16:49:14 2017
    406;  4085;1110;1.388;Wed Feb 22 16:49:24 2017
    407;  4095;1109;1.387;Wed Feb 22 16:49:34 2017
    408;  4105;1110;1.388;Wed Feb 22 16:49:44 2017
    409;  4115;1109;1.387;Wed Feb 22 16:49:54 2017
    410;  4125;1109;1.387;Wed Feb 22 16:50:04 2017
    411;  4135;1110;1.388;Wed Feb 22 16:50:14 2017
    412;  4145;1110;1.388;Wed Feb 22 16:50:24 2017
    413;  4156;1110;1.388;Wed Feb 22 16:50:35 2017
    414;  4166;1110;1.388;Wed Feb 22 16:50:45 2017
    415;  4176;1110;1.388;Wed Feb 22 16:50:55 2017
    416;  4186;1110;1.388;Wed Feb 22 16:51:05 2017
    417;  4196;1110;1.388;Wed Feb 22 16:51:15 2017
    418;  4206;1110;1.388;Wed Feb 22 16:51:25 2017
    419;  4216;1110;1.388;Wed Feb 22 16:51:35 2017
    420;  4226;1110;1.388;Wed Feb 22 16:51:45 2017
    421;  4236;1110;1.388;Wed Feb 22 16:51:55 2017
    422;  4246;1110;1.388;Wed Feb 22 16:52:05 2017
    423;  4256;1110;1.388;Wed Feb 22 16:52:15 2017
    424;  4266;1110;1.388;Wed Feb 22 16:52:25 2017
    425;  4276;1111;1.389;Wed Feb 22 16:52:35 2017
    426;  4286;1111;1.389;Wed Feb 22 16:52:45 2017
    427;  4296;1111;1.389;Wed Feb 22 16:52:55 2017
    428;  4306;1111;1.389;Wed Feb 22 16:53:05 2017
    429;  4316;1111;1.389;Wed Feb 22 16:53:15 2017
    430;  4326;1111;1.389;Wed Feb 22 16:53:25 2017
    431;  4336;1111;1.389;Wed Feb 22 16:53:35 2017
    432;  4346;1111;1.389;Wed Feb 22 16:53:45 2017
    433;  4356;1111;1.389;Wed Feb 22 16:53:55 2017
    434;  4366;1111;1.389;Wed Feb 22 16:54:05 2017
    435;  4376;1111;1.389;Wed Feb 22 16:54:15 2017
    436;  4387;1112;1.391;Wed Feb 22 16:54:26 2017
    437;  4397;1112;1.391;Wed Feb 22 16:54:36 2017
