N°;Secondes;Brut;Volts;Date
      0;     0; 68;1.367;Mon Dec 26 11:58:52 2016
    105;    91; 67;1.348;Mon Dec 26 12:00:23 2016
   1582;  1364; 66;1.328;Mon Dec 26 12:21:36 2016
   3961;  3415; 65;1.309;Mon Dec 26 12:55:47 2016
   6099;  5259; 64;1.289;Mon Dec 26 13:26:31 2016
   9955;  8584; 63;1.269;Mon Dec 26 14:21:56 2016
  19047; 16426; 61;1.230;Mon Dec 26 16:32:38 2016
  55987; 48284; 60;1.211;Tue Dec 27 01:23:36 2016
  59789; 51562; 59;1.191;Tue Dec 27 02:18:14 2016
  73671; 63534; 58;1.172;Tue Dec 27 05:37:46 2016
  76523; 65993; 57;1.152;Tue Dec 27 06:18:45 2016
  80792; 69678; 56;1.133;Tue Dec 27 07:20:10 2016
  82712; 71334; 55;1.113;Tue Dec 27 07:47:46 2016
  87991; 75887; 54;1.094;Tue Dec 27 09:03:39 2016
  87991; 75887; 54;1.094;Tue Dec 27 09:03:39 2016
