N°;Secondes;Brut;Volts;Date
      0;     6;1128;1.410;Wed Feb 22 03:55:21 2017
      1;    16;1211;1.514;Wed Feb 22 03:55:31 2017
      2;    26;1213;1.516;Wed Feb 22 03:55:41 2017
      3;    36;1213;1.516;Wed Feb 22 03:55:51 2017
      4;    46;1214;1.518;Wed Feb 22 03:56:01 2017
      5;    56;1215;1.519;Wed Feb 22 03:56:11 2017
      6;    66;1215;1.519;Wed Feb 22 03:56:21 2017
      7;    76;1216;1.520;Wed Feb 22 03:56:31 2017
      8;    86;1217;1.521;Wed Feb 22 03:56:41 2017
      9;    96;1217;1.521;Wed Feb 22 03:56:51 2017
     10;   106;1216;1.520;Wed Feb 22 03:57:01 2017
     11;   116;1162;1.453;Wed Feb 22 03:57:11 2017
     12;   126;1161;1.452;Wed Feb 22 03:57:21 2017
     13;   136;1161;1.452;Wed Feb 22 03:57:31 2017
     14;   136;1161;1.452;Wed Feb 22 03:57:31 2017
