N°;Secondes;Brut;Volts;Date
      0;     5;1023;1.280;Wed Feb 22 05:52:32 2017
      1;    15;1070;1.338;Wed Feb 22 05:52:42 2017
      2;    25;1072;1.341;Wed Feb 22 05:52:52 2017
      3;    35;1073;1.342;Wed Feb 22 05:53:02 2017
      4;    45;1074;1.343;Wed Feb 22 05:53:12 2017
      5;    56;1075;1.345;Wed Feb 22 05:53:23 2017
      6;    66;1076;1.346;Wed Feb 22 05:53:33 2017
      7;    76;1076;1.346;Wed Feb 22 05:53:43 2017
      8;    86;1077;1.347;Wed Feb 22 05:53:53 2017
      9;    96;1078;1.348;Wed Feb 22 05:54:03 2017
     10;   106;1078;1.348;Wed Feb 22 05:54:13 2017
     11;   116;1079;1.349;Wed Feb 22 05:54:23 2017
     12;   126;1079;1.349;Wed Feb 22 05:54:33 2017
     13;   136;1080;1.351;Wed Feb 22 05:54:43 2017
     14;   146;1080;1.351;Wed Feb 22 05:54:53 2017
     15;   157;1081;1.352;Wed Feb 22 05:55:04 2017
     16;   167;1081;1.352;Wed Feb 22 05:55:14 2017
     17;   177;1081;1.352;Wed Feb 22 05:55:24 2017
     18;   187;1082;1.353;Wed Feb 22 05:55:34 2017
     19;   197;1082;1.353;Wed Feb 22 05:55:44 2017
     20;   207;1083;1.354;Wed Feb 22 05:55:54 2017
     21;   217;1084;1.356;Wed Feb 22 05:56:04 2017
     22;   227;1084;1.356;Wed Feb 22 05:56:14 2017
     23;   237;1084;1.356;Wed Feb 22 05:56:24 2017
     24;   247;1084;1.356;Wed Feb 22 05:56:34 2017
     25;   257;1085;1.357;Wed Feb 22 05:56:44 2017
     26;   267;1086;1.358;Wed Feb 22 05:56:54 2017
     27;   277;1086;1.358;Wed Feb 22 05:57:04 2017
     28;   287;1086;1.358;Wed Feb 22 05:57:14 2017
     29;   297;1086;1.358;Wed Feb 22 05:57:24 2017
     30;   307;1086;1.358;Wed Feb 22 05:57:34 2017
     31;   317;1086;1.358;Wed Feb 22 05:57:44 2017
