N°;Secondes;Brut;Volts;Date
      0;     0; 66;1.328;Thu Dec 29 12:26:29 2016
    317;   274; 65;1.309;Thu Dec 29 12:31:03 2016
   1648;  1422; 64;1.289;Thu Dec 29 12:50:11 2016
   3086;  2662; 63;1.269;Thu Dec 29 13:10:51 2016
   6169;  5321; 62;1.250;Thu Dec 29 13:55:10 2016
  11377;  9814; 61;1.230;Thu Dec 29 15:10:03 2016
  24098; 20785; 60;1.211;Thu Dec 29 18:12:54 2016
  27924; 24086; 59;1.191;Thu Dec 29 19:07:55 2016
  31302; 27000; 58;1.172;Thu Dec 29 19:56:29 2016
  34110; 29421; 57;1.152;Thu Dec 29 20:36:50 2016
  34624; 29865; 56;1.133;Thu Dec 29 20:44:14 2016
  36453; 31442; 55;1.113;Thu Dec 29 21:10:31 2016
  37173; 32063; 54;1.094;Thu Dec 29 21:20:52 2016
  37173; 32063; 54;1.094;Thu Dec 29 21:20:52 2016
