N°;Secondes;Brut;Volts;Date
      0;     5;1193;1.491;Wed Feb 22 12:38:14 2017
      1;    15;1254;1.567;Wed Feb 22 12:38:24 2017
      2;    25;1254;1.567;Wed Feb 22 12:38:34 2017
      3;    35;1256;1.570;Wed Feb 22 12:38:44 2017
      4;    45;1255;1.569;Wed Feb 22 12:38:54 2017
      5;    55;1256;1.570;Wed Feb 22 12:39:04 2017
      6;    65;1256;1.570;Wed Feb 22 12:39:14 2017
      7;    76;1255;1.569;Wed Feb 22 12:39:25 2017
      8;    86;1256;1.570;Wed Feb 22 12:39:35 2017
      9;    96;1256;1.570;Wed Feb 22 12:39:45 2017
     10;   106;1256;1.570;Wed Feb 22 12:39:55 2017
     11;   116;1256;1.570;Wed Feb 22 12:40:05 2017
     12;   126;1256;1.570;Wed Feb 22 12:40:15 2017
     13;   136;1257;1.571;Wed Feb 22 12:40:25 2017
     14;   146;1256;1.570;Wed Feb 22 12:40:35 2017
     15;   156;1257;1.571;Wed Feb 22 12:40:45 2017
     16;   166;1257;1.571;Wed Feb 22 12:40:55 2017
     17;   176;1257;1.571;Wed Feb 22 12:41:05 2017
     18;   186;1257;1.571;Wed Feb 22 12:41:15 2017
     19;   196;1257;1.571;Wed Feb 22 12:41:25 2017
     20;   206;1257;1.571;Wed Feb 22 12:41:35 2017
     21;   216;1257;1.571;Wed Feb 22 12:41:45 2017
     22;   226;1257;1.571;Wed Feb 22 12:41:55 2017
     23;   236;1258;1.572;Wed Feb 22 12:42:05 2017
     24;   246;1257;1.571;Wed Feb 22 12:42:15 2017
     25;   256;1258;1.572;Wed Feb 22 12:42:25 2017
     26;   266;1258;1.572;Wed Feb 22 12:42:35 2017
     27;   276;1258;1.572;Wed Feb 22 12:42:45 2017
     28;   286;1258;1.572;Wed Feb 22 12:42:55 2017
     29;   296;1258;1.572;Wed Feb 22 12:43:05 2017
     30;   307;1258;1.572;Wed Feb 22 12:43:16 2017
     31;   317;1258;1.572;Wed Feb 22 12:43:26 2017
     32;   327;1258;1.572;Wed Feb 22 12:43:36 2017
     33;   337;1258;1.572;Wed Feb 22 12:43:46 2017
     34;   347;1258;1.572;Wed Feb 22 12:43:56 2017
     35;   357;1258;1.572;Wed Feb 22 12:44:06 2017
     36;   367;1259;1.574;Wed Feb 22 12:44:16 2017
     37;   377;1259;1.574;Wed Feb 22 12:44:26 2017
     38;   387;1261;1.576;Wed Feb 22 12:44:36 2017
     39;   397;1260;1.575;Wed Feb 22 12:44:46 2017
     40;   407;1260;1.575;Wed Feb 22 12:44:56 2017
     41;   417;1260;1.575;Wed Feb 22 12:45:06 2017
     42;   427;1261;1.576;Wed Feb 22 12:45:16 2017
     43;   437;1260;1.575;Wed Feb 22 12:45:26 2017
     44;   447;1261;1.576;Wed Feb 22 12:45:36 2017
     45;   457;1261;1.576;Wed Feb 22 12:45:46 2017
     46;   467;1261;1.576;Wed Feb 22 12:45:56 2017
     47;   477;1261;1.576;Wed Feb 22 12:46:06 2017
     48;   487;1261;1.576;Wed Feb 22 12:46:16 2017
     49;   497;1261;1.576;Wed Feb 22 12:46:26 2017
     50;   507;1261;1.576;Wed Feb 22 12:46:36 2017
     51;   517;1261;1.576;Wed Feb 22 12:46:46 2017
     52;   528;1261;1.576;Wed Feb 22 12:46:57 2017
     53;   538;1261;1.576;Wed Feb 22 12:47:07 2017
