N°;Secondes;Brut;Volts;Date
C;01;02;  60;  1310;  1310;1180;1.475;Fri Feb 24 22:01:07 2017
C;01;02;  60;  1320;  1320;1180;1.475;Fri Feb 24 22:01:17 2017
C;01;02;  60;  1330;  1330;1180;1.475;Fri Feb 24 22:01:27 2017
C;01;02;  60;  1340;  1340;1178;1.473;Fri Feb 24 22:01:37 2017
C;01;02;  60;  1360;  1360;1180;1.475;Fri Feb 24 22:01:57 2017
C;01;02;  60;  1370;  1370;1180;1.475;Fri Feb 24 22:02:07 2017
C;01;02;  60;  1380;  1380;1180;1.475;Fri Feb 24 22:02:17 2017
C;01;02;  60;  1390;  1390;1180;1.475;Fri Feb 24 22:02:27 2017
C;01;02;  60;  1400;  1400;1182;1.478;Fri Feb 24 22:02:37 2017
C;01;02;  60;  1410;  1410;1182;1.478;Fri Feb 24 22:02:47 2017
C;01;02;  60;  1420;  1420;1181;1.476;Fri Feb 24 22:02:57 2017
C;01;02;  60;  1430;  1430;1182;1.478;Fri Feb 24 22:03:07 2017
C;01;02;  60;  1440;  1440;1182;1.478;Fri Feb 24 22:03:17 2017
C;01;02;  60;  1450;  1450;1183;1.479;Fri Feb 24 22:03:27 2017
C;01;02;  60;  1460;  1460;1183;1.479;Fri Feb 24 22:03:37 2017
C;01;02;  60;  1470;  1470;1181;1.476;Fri Feb 24 22:03:47 2017
C;01;02;  60;  1480;  1480;1183;1.479;Fri Feb 24 22:03:57 2017
C;01;02;  60;  1490;  1490;1183;1.479;Fri Feb 24 22:04:07 2017
C;01;02;  60;  1500;  1500;1183;1.479;Fri Feb 24 22:04:17 2017
C;01;02;  60;  1510;  1510;1183;1.479;Fri Feb 24 22:04:27 2017
C;01;02;  60;  1520;  1520;1184;1.480;Fri Feb 24 22:04:37 2017
C;01;02;  60;  1530;  1530;1183;1.479;Fri Feb 24 22:04:47 2017
C;01;02;  60;  1540;  1540;1184;1.480;Fri Feb 24 22:04:57 2017
C;01;02;  60;  1550;  1550;1184;1.480;Fri Feb 24 22:05:07 2017
C;01;02;  60;  1560;  1560;1184;1.480;Fri Feb 24 22:05:17 2017
C;01;02;  60;  1570;  1570;1185;1.481;Fri Feb 24 22:05:27 2017
C;01;02;  60;  1580;  1580;1185;1.481;Fri Feb 24 22:05:37 2017
C;01;02;  60;  1590;  1590;1187;1.484;Fri Feb 24 22:05:47 2017
C;01;02;  60;  1600;  1600;1186;1.483;Fri Feb 24 22:05:57 2017
C;01;02;  60;  1610;  1610;1187;1.484;Fri Feb 24 22:06:07 2017
C;01;02;  60;  1620;  1620;1186;1.483;Fri Feb 24 22:06:17 2017
C;01;02;  60;  1630;  1630;1186;1.483;Fri Feb 24 22:06:27 2017
C;01;02;  60;  1640;  1640;1185;1.481;Fri Feb 24 22:06:37 2017
C;01;02;  60;  1650;  1650;1187;1.484;Fri Feb 24 22:06:47 2017
C;01;02;  60;  1660;  1660;1187;1.484;Fri Feb 24 22:06:57 2017
C;01;02;  60;  1670;  1670;1187;1.484;Fri Feb 24 22:07:07 2017
C;01;02;  60;  1680;  1680;1188;1.485;Fri Feb 24 22:07:17 2017
C;01;02;  60;  1690;  1690;1188;1.485;Fri Feb 24 22:07:27 2017
C;01;02;  60;  1700;  1700;1189;1.486;Fri Feb 24 22:07:37 2017
C;01;02;  60;  1710;  1710;1188;1.485;Fri Feb 24 22:07:47 2017
C;01;02;  60;  1720;  1720;1188;1.485;Fri Feb 24 22:07:57 2017
C;01;02;  60;  1730;  1730;1188;1.485;Fri Feb 24 22:08:07 2017
C;01;02;  60;  1740;  1740;1188;1.485;Fri Feb 24 22:08:17 2017
C;01;02;  60;  1750;  1750;1189;1.486;Fri Feb 24 22:08:27 2017
C;01;02;  60;  1760;  1760;1186;1.483;Fri Feb 24 22:08:37 2017
C;01;02;  60;  1770;  1770;1189;1.486;Fri Feb 24 22:08:47 2017
C;01;02;  60;  1780;  1780;1190;1.488;Fri Feb 24 22:08:57 2017
C;01;02;  60;  1790;  1790;1189;1.486;Fri Feb 24 22:09:07 2017
C;01;02;  60;  1800;  1800;1188;1.485;Fri Feb 24 22:09:17 2017
C;01;02;  60;  1810;  1810;1188;1.485;Fri Feb 24 22:09:27 2017
C;01;02;  60;  1820;  1820;1188;1.485;Fri Feb 24 22:09:37 2017
C;01;02;  60;  1830;  1830;1190;1.488;Fri Feb 24 22:09:47 2017
C;01;02;  60;  1840;  1840;1190;1.488;Fri Feb 24 22:09:57 2017
C;01;02;  60;  1850;  1850;1190;1.488;Fri Feb 24 22:10:07 2017
C;01;02;  60;  1860;  1860;1191;1.489;Fri Feb 24 22:10:17 2017
C;01;02;  60;  1870;  1870;1192;1.490;Fri Feb 24 22:10:27 2017
C;01;02;  60;  1880;  1880;1190;1.488;Fri Feb 24 22:10:37 2017
C;01;02;  60;  1890;  1890;1192;1.490;Fri Feb 24 22:10:47 2017
C;01;02;  60;  1900;  1900;1190;1.488;Fri Feb 24 22:10:57 2017
C;01;02;  60;  1910;  1910;1191;1.489;Fri Feb 24 22:11:07 2017
C;01;02;  60;  1920;  1920;1191;1.489;Fri Feb 24 22:11:17 2017
C;01;02;  60;  1930;  1930;1193;1.491;Fri Feb 24 22:11:27 2017
C;01;02;  60;  1940;  1940;1192;1.490;Fri Feb 24 22:11:37 2017
C;01;02;  60;  1950;  1950;1192;1.490;Fri Feb 24 22:11:47 2017
C;01;02;  60;  1960;  1960;1192;1.490;Fri Feb 24 22:11:57 2017
C;01;02;  60;  1970;  1970;1194;1.493;Fri Feb 24 22:12:07 2017
C;01;02;  60;  1980;  1980;1192;1.490;Fri Feb 24 22:12:17 2017
C;01;03; 300;  1990;  1990;1266;1.582;Fri Feb 24 22:12:27 2017
C;01;03; 300;  2000;  2000;1269;1.586;Fri Feb 24 22:12:37 2017
C;01;03; 300;  2010;  2010;1271;1.589;Fri Feb 24 22:12:47 2017
C;01;03; 300;  2020;  2020;1273;1.591;Fri Feb 24 22:12:57 2017
C;01;03; 300;  2030;  2030;1277;1.596;Fri Feb 24 22:13:07 2017
C;01;03; 300;  2040;  2040;1277;1.596;Fri Feb 24 22:13:17 2017
C;01;03; 300;  2050;  2050;1280;1.600;Fri Feb 24 22:13:27 2017
C;01;03; 300;  2060;  2060;1281;1.601;Fri Feb 24 22:13:37 2017
C;01;03; 300;  2070;  2070;1283;1.603;Fri Feb 24 22:13:47 2017
C;01;03; 300;  2080;  2080;1283;1.603;Fri Feb 24 22:13:57 2017
C;01;03; 300;  2090;  2090;1287;1.608;Fri Feb 24 22:14:07 2017
C;01;03; 300;  2100;  2100;1291;1.613;Fri Feb 24 22:14:17 2017
C;01;03; 300;  2110;  2110;1287;1.608;Fri Feb 24 22:14:27 2017
C;01;03; 300;  2120;  2120;1293;1.616;Fri Feb 24 22:14:37 2017
C;01;03; 300;  2130;  2130;1293;1.616;Fri Feb 24 22:14:47 2017
C;01;03; 300;  2150;  2150;1295;1.618;Fri Feb 24 22:15:07 2017
C;01;03; 300;  2160;  2160;1294;1.617;Fri Feb 24 22:15:17 2017
C;01;03; 300;  2170;  2170;1298;1.622;Fri Feb 24 22:15:27 2017
C;01;03; 300;  2180;  2180;1299;1.623;Fri Feb 24 22:15:37 2017
C;01;03; 300;  2190;  2190;1300;1.625;Fri Feb 24 22:15:47 2017
C;01;03; 300;  2200;  2200;1301;1.626;Fri Feb 24 22:15:57 2017
C;01;03; 300;  2210;  2210;1300;1.625;Fri Feb 24 22:16:07 2017
C;01;03; 300;  2220;  2220;1302;1.627;Fri Feb 24 22:16:17 2017
C;01;03; 300;  2230;  2230;1303;1.628;Fri Feb 24 22:16:27 2017
C;01;03; 300;  2240;  2240;1305;1.631;Fri Feb 24 22:16:37 2017
C;01;03; 300;  2250;  2250;1307;1.633;Fri Feb 24 22:16:47 2017
C;01;03; 300;  2270;  2270;1306;1.632;Fri Feb 24 22:17:07 2017
C;01;03; 300;  2280;  2280;1308;1.635;Fri Feb 24 22:17:17 2017
C;01;03; 300;  2290;  2290;1308;1.635;Fri Feb 24 22:17:27 2017
C;01;03; 300;  2300;  2300;1310;1.637;Fri Feb 24 22:17:37 2017
C;01;03; 300;  2310;  2310;1314;1.642;Fri Feb 24 22:17:47 2017
C;01;03; 300;  2320;  2320;1315;1.643;Fri Feb 24 22:17:57 2017
C;01;03; 300;  2330;  2330;1313;1.641;Fri Feb 24 22:18:07 2017
C;01;03; 300;  2340;  2340;1316;1.645;Fri Feb 24 22:18:17 2017
C;01;03; 300;  2350;  2350;1316;1.645;Fri Feb 24 22:18:27 2017
C;01;03; 300;  2360;  2360;1319;1.648;Fri Feb 24 22:18:37 2017
C;01;03; 300;  2370;  2370;1318;1.647;Fri Feb 24 22:18:47 2017
C;01;03; 300;  2380;  2380;1319;1.648;Fri Feb 24 22:18:57 2017
C;01;03; 300;  2390;  2390;1322;1.652;Fri Feb 24 22:19:07 2017
C;01;03; 300;  2400;  2400;1322;1.652;Fri Feb 24 22:19:17 2017
C;01;03; 300;  2410;  2410;1321;1.651;Fri Feb 24 22:19:27 2017
C;01;03; 300;  2420;  2420;1323;1.653;Fri Feb 24 22:19:37 2017
C;01;03; 300;  2430;  2430;1323;1.653;Fri Feb 24 22:19:47 2017
C;01;03; 300;  2450;  2450;1325;1.656;Fri Feb 24 22:20:07 2017
C;01;03; 300;  2460;  2460;1323;1.653;Fri Feb 24 22:20:17 2017
C;01;03; 300;  2470;  2470;1327;1.658;Fri Feb 24 22:20:27 2017
C;01;03; 300;  2480;  2480;1327;1.658;Fri Feb 24 22:20:37 2017
C;01;03; 300;  2490;  2490;1328;1.660;Fri Feb 24 22:20:47 2017
C;01;03; 300;  2500;  2500;1329;1.661;Fri Feb 24 22:20:57 2017
C;01;03; 300;  2510;  2510;1331;1.663;Fri Feb 24 22:21:07 2017
C;01;03; 300;  2520;  2520;1328;1.660;Fri Feb 24 22:21:17 2017
C;01;03; 300;  2530;  2530;1331;1.663;Fri Feb 24 22:21:27 2017
C;01;03; 300;  2540;  2540;1330;1.662;Fri Feb 24 22:21:37 2017
C;01;03; 300;  2550;  2550;1332;1.664;Fri Feb 24 22:21:47 2017
C;01;03; 300;  2570;  2570;1334;1.667;Fri Feb 24 22:22:07 2017
C;01;03; 300;  2580;  2580;1334;1.667;Fri Feb 24 22:22:17 2017
C;01;03; 300;  2590;  2590;1332;1.664;Fri Feb 24 22:22:27 2017
C;01;03; 300;  2600;  2600;1333;1.666;Fri Feb 24 22:22:37 2017
C;01;03; 300;  2610;  2610;1331;1.663;Fri Feb 24 22:22:47 2017
C;01;03; 300;  2620;  2620;1334;1.667;Fri Feb 24 22:22:57 2017
C;01;03; 300;  2630;  2630;1335;1.668;Fri Feb 24 22:23:07 2017
C;01;03; 300;  2640;  2640;1338;1.672;Fri Feb 24 22:23:17 2017
C;01;03; 300;  2650;  2650;1337;1.671;Fri Feb 24 22:23:27 2017
C;01;03; 300;  2660;  2660;1337;1.671;Fri Feb 24 22:23:37 2017
C;01;03; 300;  2670;  2670;1338;1.672;Fri Feb 24 22:23:47 2017
C;01;03; 300;  2680;  2680;1337;1.671;Fri Feb 24 22:23:57 2017
C;01;03; 300;  2690;  2690;1337;1.671;Fri Feb 24 22:24:07 2017
C;01;03; 300;  2700;  2700;1338;1.672;Fri Feb 24 22:24:17 2017
C;01;03; 300;  2710;  2710;1338;1.672;Fri Feb 24 22:24:27 2017
C;01;03; 300;  2720;  2720;1338;1.672;Fri Feb 24 22:24:37 2017
C;01;03; 300;  2730;  2730;1340;1.674;Fri Feb 24 22:24:47 2017
C;01;03; 300;  2740;  2740;1341;1.676;Fri Feb 24 22:24:57 2017
C;01;03; 300;  2750;  2750;1340;1.674;Fri Feb 24 22:25:07 2017
C;01;03; 300;  2760;  2760;1341;1.676;Fri Feb 24 22:25:17 2017
C;01;03; 300;  2770;  2770;1340;1.674;Fri Feb 24 22:25:27 2017
C;01;03; 300;  2780;  2780;1342;1.677;Fri Feb 24 22:25:37 2017
C;01;03; 300;  2790;  2790;1341;1.676;Fri Feb 24 22:25:47 2017
C;01;03; 300;  2800;  2800;1340;1.674;Fri Feb 24 22:25:57 2017
C;01;03; 300;  2810;  2810;1340;1.674;Fri Feb 24 22:26:07 2017
C;01;03; 300;  2820;  2820;1342;1.677;Fri Feb 24 22:26:17 2017
C;01;03; 300;  2830;  2830;1342;1.677;Fri Feb 24 22:26:27 2017
C;01;03; 300;  2840;  2840;1344;1.679;Fri Feb 24 22:26:37 2017
C;01;03; 300;  2850;  2850;1343;1.678;Fri Feb 24 22:26:47 2017
C;01;03; 300;  2860;  2860;1341;1.676;Fri Feb 24 22:26:57 2017
C;01;03; 300;  2870;  2870;1343;1.678;Fri Feb 24 22:27:07 2017
C;01;03; 300;  2880;  2880;1343;1.678;Fri Feb 24 22:27:17 2017
C;01;03; 300;  2890;  2890;1343;1.678;Fri Feb 24 22:27:27 2017
C;01;03; 300;  2900;  2900;1345;1.681;Fri Feb 24 22:27:37 2017
C;01;03; 300;  2910;  2910;1343;1.678;Fri Feb 24 22:27:47 2017
C;01;03; 300;  2920;  2920;1346;1.682;Fri Feb 24 22:27:57 2017
C;01;03; 300;  2930;  2930;1342;1.677;Fri Feb 24 22:28:07 2017
C;01;03; 300;  2940;  2940;1344;1.679;Fri Feb 24 22:28:17 2017
C;01;03; 300;  2950;  2950;1345;1.681;Fri Feb 24 22:28:27 2017
C;01;03; 300;  2960;  2960;1344;1.679;Fri Feb 24 22:28:37 2017
C;01;03; 300;  2970;  2970;1345;1.681;Fri Feb 24 22:28:47 2017
C;01;03; 300;  2980;  2980;1346;1.682;Fri Feb 24 22:28:57 2017
C;01;03; 300;  2990;  2990;1345;1.681;Fri Feb 24 22:29:07 2017
C;01;03; 300;  3000;  3000;1347;1.683;Fri Feb 24 22:29:17 2017
C;01;03; 300;  3010;  3010;1346;1.682;Fri Feb 24 22:29:27 2017
C;01;03; 300;  3020;  3020;1346;1.682;Fri Feb 24 22:29:37 2017
C;01;03; 300;  3030;  3030;1348;1.684;Fri Feb 24 22:29:47 2017
C;01;03; 300;  3040;  3040;1347;1.683;Fri Feb 24 22:29:57 2017
C;01;03; 300;  3050;  3050;1346;1.682;Fri Feb 24 22:30:07 2017
C;01;03; 300;  3060;  3060;1348;1.684;Fri Feb 24 22:30:17 2017
C;01;03; 300;  3070;  3070;1346;1.682;Fri Feb 24 22:30:27 2017
C;01;03; 300;  3080;  3080;1348;1.684;Fri Feb 24 22:30:37 2017
C;01;03; 300;  3090;  3090;1346;1.682;Fri Feb 24 22:30:47 2017
C;01;03; 300;  3100;  3100;1345;1.681;Fri Feb 24 22:30:57 2017
