N°;Secondes;Brut;Volts;Date
      0;     5;1035;1.295;Wed Feb 22 07:58:59 2017
      1;    15;1066;1.333;Wed Feb 22 07:59:09 2017
      2;    25;1068;1.336;Wed Feb 22 07:59:19 2017
      3;    35;1069;1.337;Wed Feb 22 07:59:29 2017
      4;    45;1070;1.338;Wed Feb 22 07:59:39 2017
      5;    55;1071;1.340;Wed Feb 22 07:59:49 2017
      6;    65;1072;1.341;Wed Feb 22 07:59:59 2017
      7;    75;1073;1.342;Wed Feb 22 08:00:09 2017
      8;    85;1074;1.343;Wed Feb 22 08:00:19 2017
      9;    95;1075;1.345;Wed Feb 22 08:00:29 2017
     10;   105;1075;1.345;Wed Feb 22 08:00:39 2017
     11;   115;1076;1.346;Wed Feb 22 08:00:49 2017
     12;   125;1076;1.346;Wed Feb 22 08:00:59 2017
     13;   135;1077;1.347;Wed Feb 22 08:01:09 2017
     14;   145;1078;1.348;Wed Feb 22 08:01:19 2017
     15;   155;1079;1.349;Wed Feb 22 08:01:29 2017
     16;   165;1079;1.349;Wed Feb 22 08:01:39 2017
     17;   175;1080;1.351;Wed Feb 22 08:01:49 2017
     18;   186;1081;1.352;Wed Feb 22 08:02:00 2017
     19;   196;1081;1.352;Wed Feb 22 08:02:10 2017
     20;   206;1081;1.352;Wed Feb 22 08:02:20 2017
     21;   216;1082;1.353;Wed Feb 22 08:02:30 2017
     22;   226;1082;1.353;Wed Feb 22 08:02:40 2017
     23;   236;1083;1.354;Wed Feb 22 08:02:50 2017
     24;   246;1083;1.354;Wed Feb 22 08:03:00 2017
     25;   256;1084;1.356;Wed Feb 22 08:03:10 2017
     26;   266;1084;1.356;Wed Feb 22 08:03:20 2017
     27;   276;1085;1.357;Wed Feb 22 08:03:30 2017
     28;   286;1085;1.357;Wed Feb 22 08:03:40 2017
     29;   296;1085;1.357;Wed Feb 22 08:03:50 2017
     30;   306;1086;1.358;Wed Feb 22 08:04:00 2017
     31;   316;1085;1.357;Wed Feb 22 08:04:10 2017
     32;   326;1085;1.357;Wed Feb 22 08:04:20 2017
     33;   336;1086;1.358;Wed Feb 22 08:04:30 2017
     34;   346;1086;1.358;Wed Feb 22 08:04:40 2017
     35;   356;1087;1.359;Wed Feb 22 08:04:50 2017
     36;   366;1086;1.358;Wed Feb 22 08:05:00 2017
     37;   376;1087;1.359;Wed Feb 22 08:05:10 2017
     38;   386;1087;1.359;Wed Feb 22 08:05:20 2017
     39;   396;1087;1.359;Wed Feb 22 08:05:30 2017
     40;   407;1087;1.359;Wed Feb 22 08:05:41 2017
     41;   417;1088;1.361;Wed Feb 22 08:05:51 2017
     42;   427;1088;1.361;Wed Feb 22 08:06:01 2017
     43;   437;1089;1.362;Wed Feb 22 08:06:11 2017
     44;   447;1089;1.362;Wed Feb 22 08:06:21 2017
     45;   457;1088;1.361;Wed Feb 22 08:06:31 2017
     46;   467;1088;1.361;Wed Feb 22 08:06:41 2017
     47;   477;1089;1.362;Wed Feb 22 08:06:51 2017
     48;   487;1089;1.362;Wed Feb 22 08:07:01 2017
     49;   497;1089;1.362;Wed Feb 22 08:07:11 2017
     50;   507;1090;1.363;Wed Feb 22 08:07:21 2017
     51;   517;1090;1.363;Wed Feb 22 08:07:31 2017
     52;   527;1090;1.363;Wed Feb 22 08:07:41 2017
     53;   537;1091;1.364;Wed Feb 22 08:07:51 2017
     54;   547;1091;1.364;Wed Feb 22 08:08:01 2017
     55;   557;1092;1.366;Wed Feb 22 08:08:11 2017
     56;   567;1092;1.366;Wed Feb 22 08:08:21 2017
     57;   577;1092;1.366;Wed Feb 22 08:08:31 2017
     58;   587;1092;1.366;Wed Feb 22 08:08:41 2017
     59;   597;1093;1.367;Wed Feb 22 08:08:51 2017
     60;   607;1093;1.367;Wed Feb 22 08:09:01 2017
     61;   617;1094;1.368;Wed Feb 22 08:09:11 2017
     62;   627;1094;1.368;Wed Feb 22 08:09:21 2017
     63;   638;1094;1.368;Wed Feb 22 08:09:32 2017
     64;   648;1095;1.369;Wed Feb 22 08:09:42 2017
