N°;Secondes;Brut;Volts;Date
    139;   120; 69;1.387;Tue Dec 20 09:36:07 2016
    278;   240; 69;1.387;Tue Dec 20 09:38:07 2016
    417;   360; 69;1.387;Tue Dec 20 09:40:07 2016
    556;   480; 69;1.387;Tue Dec 20 09:42:07 2016
    695;   600; 69;1.387;Tue Dec 20 09:44:07 2016
    834;   720; 69;1.387;Tue Dec 20 09:46:07 2016
    973;   840; 69;1.387;Tue Dec 20 09:48:07 2016
   1112;   960; 69;1.387;Tue Dec 20 09:50:07 2016
   1251;  1080; 68;1.367;Tue Dec 20 09:52:07 2016
   1390;  1200; 68;1.367;Tue Dec 20 09:54:07 2016
   1529;  1320; 68;1.367;Tue Dec 20 09:56:07 2016
   1668;  1440; 68;1.367;Tue Dec 20 09:58:07 2016
   1807;  1560; 68;1.367;Tue Dec 20 10:00:07 2016
   1946;  1680; 68;1.367;Tue Dec 20 10:02:07 2016
   2085;  1800; 68;1.367;Tue Dec 20 10:04:07 2016
   2225;  1920; 68;1.367;Tue Dec 20 10:06:07 2016
   2363;  2040; 68;1.367;Tue Dec 20 10:08:07 2016
   2502;  2160; 68;1.367;Tue Dec 20 10:10:07 2016
   2641;  2280; 68;1.367;Tue Dec 20 10:12:07 2016
   2780;  2400; 68;1.367;Tue Dec 20 10:14:07 2016
   2919;  2520; 68;1.367;Tue Dec 20 10:16:07 2016
   3057;  2640; 68;1.367;Tue Dec 20 10:18:07 2016
   3196;  2760; 67;1.348;Tue Dec 20 10:20:07 2016
   3335;  2880; 67;1.348;Tue Dec 20 10:22:07 2016
   3474;  3000; 67;1.348;Tue Dec 20 10:24:07 2016
   3613;  3120; 67;1.348;Tue Dec 20 10:26:07 2016
   3752;  3240; 67;1.348;Tue Dec 20 10:28:07 2016
   3891;  3360; 67;1.348;Tue Dec 20 10:30:07 2016
   4030;  3480; 67;1.348;Tue Dec 20 10:32:07 2016
   4169;  3600; 67;1.348;Tue Dec 20 10:34:07 2016
   4308;  3720; 67;1.348;Tue Dec 20 10:36:07 2016
   4448;  3840; 67;1.348;Tue Dec 20 10:38:07 2016
   4587;  3960; 67;1.348;Tue Dec 20 10:40:07 2016
   4726;  4080; 67;1.348;Tue Dec 20 10:42:07 2016
   4864;  4200; 67;1.348;Tue Dec 20 10:44:07 2016
   5003;  4320; 67;1.348;Tue Dec 20 10:46:07 2016
   5142;  4440; 67;1.348;Tue Dec 20 10:48:07 2016
   5281;  4560; 67;1.348;Tue Dec 20 10:50:07 2016
   5421;  4680; 67;1.348;Tue Dec 20 10:52:07 2016
   5560;  4800; 66;1.328;Tue Dec 20 10:54:07 2016
   5699;  4920; 66;1.328;Tue Dec 20 10:56:07 2016
   5838;  5040; 66;1.328;Tue Dec 20 10:58:07 2016
   5977;  5160; 66;1.328;Tue Dec 20 11:00:07 2016
   6116;  5280; 66;1.328;Tue Dec 20 11:02:07 2016
   6255;  5400; 66;1.328;Tue Dec 20 11:04:07 2016
   6394;  5520; 66;1.328;Tue Dec 20 11:06:07 2016
   6533;  5640; 66;1.328;Tue Dec 20 11:08:07 2016
   6672;  5760; 66;1.328;Tue Dec 20 11:10:07 2016
   6811;  5880; 66;1.328;Tue Dec 20 11:12:07 2016
   6949;  6000; 66;1.328;Tue Dec 20 11:14:07 2016
   7088;  6120; 66;1.328;Tue Dec 20 11:16:07 2016
   7227;  6240; 66;1.328;Tue Dec 20 11:18:07 2016
   7366;  6360; 66;1.328;Tue Dec 20 11:20:07 2016
   7505;  6480; 66;1.328;Tue Dec 20 11:22:07 2016
   7644;  6600; 66;1.328;Tue Dec 20 11:24:07 2016
   7783;  6720; 66;1.328;Tue Dec 20 11:26:07 2016
   7922;  6840; 68;1.367;Tue Dec 20 11:28:07 2016
   8061;  6960; 66;1.328;Tue Dec 20 11:30:07 2016
   8201;  7080; 66;1.328;Tue Dec 20 11:32:07 2016
   8340;  7200; 66;1.328;Tue Dec 20 11:34:07 2016
   8479;  7320; 66;1.328;Tue Dec 20 11:36:07 2016
   8618;  7440; 65;1.309;Tue Dec 20 11:38:07 2016
   8757;  7560; 65;1.309;Tue Dec 20 11:40:07 2016
   8896;  7680; 65;1.309;Tue Dec 20 11:42:07 2016
   9035;  7800; 65;1.309;Tue Dec 20 11:44:07 2016
   9174;  7920; 65;1.309;Tue Dec 20 11:46:07 2016
   9313;  8040; 65;1.309;Tue Dec 20 11:48:07 2016
   9452;  8160; 65;1.309;Tue Dec 20 11:50:07 2016
   9591;  8280; 65;1.309;Tue Dec 20 11:52:07 2016
   9731;  8400; 65;1.309;Tue Dec 20 11:54:07 2016
   9870;  8520; 65;1.309;Tue Dec 20 11:56:07 2016
  10009;  8640; 65;1.309;Tue Dec 20 11:58:07 2016
  10148;  8760; 65;1.309;Tue Dec 20 12:00:07 2016
  10287;  8880; 65;1.309;Tue Dec 20 12:02:07 2016
  10426;  9000; 65;1.309;Tue Dec 20 12:04:07 2016
  10565;  9120; 65;1.309;Tue Dec 20 12:06:07 2016
  10704;  9240; 65;1.309;Tue Dec 20 12:08:07 2016
  10843;  9360; 65;1.309;Tue Dec 20 12:10:07 2016
  10982;  9480; 65;1.309;Tue Dec 20 12:12:07 2016
  11121;  9600; 65;1.309;Tue Dec 20 12:14:07 2016
  11260;  9720; 65;1.309;Tue Dec 20 12:16:07 2016
  11397;  9840; 65;1.309;Tue Dec 20 12:18:07 2016
  11536;  9960; 65;1.309;Tue Dec 20 12:20:07 2016
  11675; 10080; 65;1.309;Tue Dec 20 12:22:07 2016
  11814; 10200; 65;1.309;Tue Dec 20 12:24:07 2016
  11953; 10320; 65;1.309;Tue Dec 20 12:26:07 2016
  12092; 10440; 65;1.309;Tue Dec 20 12:28:07 2016
  12231; 10560; 65;1.309;Tue Dec 20 12:30:07 2016
  12370; 10680; 65;1.309;Tue Dec 20 12:32:07 2016
  12509; 10800; 65;1.309;Tue Dec 20 12:34:07 2016
  12648; 10920; 65;1.309;Tue Dec 20 12:36:07 2016
  12788; 11040; 65;1.309;Tue Dec 20 12:38:07 2016
  12927; 11160; 65;1.309;Tue Dec 20 12:40:07 2016
  13065; 11280; 65;1.309;Tue Dec 20 12:42:07 2016
  13204; 11400; 65;1.309;Tue Dec 20 12:44:07 2016
  13343; 11520; 65;1.309;Tue Dec 20 12:46:07 2016
  13482; 11640; 65;1.309;Tue Dec 20 12:48:07 2016
  13622; 11760; 65;1.309;Tue Dec 20 12:50:07 2016
  13761; 11880; 65;1.309;Tue Dec 20 12:52:07 2016
  13900; 12000; 64;1.289;Tue Dec 20 12:54:07 2016
  14039; 12120; 64;1.289;Tue Dec 20 12:56:07 2016
  14178; 12240; 64;1.289;Tue Dec 20 12:58:07 2016
  14317; 12360; 64;1.289;Tue Dec 20 13:00:07 2016
  14456; 12480; 64;1.289;Tue Dec 20 13:02:07 2016
  14595; 12600; 64;1.289;Tue Dec 20 13:04:07 2016
  14734; 12720; 64;1.289;Tue Dec 20 13:06:07 2016
  14873; 12840; 64;1.289;Tue Dec 20 13:08:07 2016
  15012; 12960; 64;1.289;Tue Dec 20 13:10:07 2016
  15152; 13080; 64;1.289;Tue Dec 20 13:12:07 2016
  15291; 13200; 64;1.289;Tue Dec 20 13:14:07 2016
  15430; 13320; 64;1.289;Tue Dec 20 13:16:07 2016
  15567; 13440; 64;1.289;Tue Dec 20 13:18:07 2016
  15706; 13560; 64;1.289;Tue Dec 20 13:20:07 2016
  15845; 13680; 64;1.289;Tue Dec 20 13:22:07 2016
  15984; 13800; 64;1.289;Tue Dec 20 13:24:07 2016
  16123; 13920; 64;1.289;Tue Dec 20 13:26:07 2016
  16262; 14040; 64;1.289;Tue Dec 20 13:28:07 2016
  16401; 14160; 64;1.289;Tue Dec 20 13:30:07 2016
  16540; 14280; 64;1.289;Tue Dec 20 13:32:07 2016
  16680; 14400; 64;1.289;Tue Dec 20 13:34:07 2016
  16819; 14520; 64;1.289;Tue Dec 20 13:36:07 2016
  16958; 14640; 64;1.289;Tue Dec 20 13:38:07 2016
